# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
178537at33208a	Complete	Sc0000416	190924	203954	+	938.3	466
179485at33208a	Complete	Sc0000125	864455	883724	+	584.3	439
180808at33208a	Complete	Sc0000149	83802	94102	-	811.9	475
182834at33208a	Complete	Sc0000131	764652	781660	-	596.3	535
184508at33208a	Complete	Sc0000042	121833	145658	+	477.2	496
184717at33208a	Fragmented	Sc0000152	301814	314392	-	324.4	196
186208at33208a	Complete	Sc0000057	253397	292264	+	1199.4	733
186707at33208a	Complete	Sc0000140	860722	882165	+	451.2	514
187280at33208a	Complete	Sc0000069	260707	266807	+	756.6	532
189414at33208a	Complete	xfSc0000000	557905	570776	+	378.1	349
190726at33208a	Complete	Sc0000656	88215	113903	-	574.6	401
191938at33208a	Complete	Sc0000132	380643	405637	+	387.3	423
192250at33208a	Complete	Sc0000214	592398	602979	-	425.6	296
194754at33208a	Complete	Sc0000336	163338	195488	+	725.8	719
195986at33208a	Complete	Sc0000188	80955	112902	+	751.9	574
196950at33208a	Complete	Sc0000806	63212	90372	-	577.5	537
197549at33208a	Fragmented	Sc0000259	471697	485767	+	63.7	172
197652at33208a	Complete	xfSc0000042	116528	133455	-	697.0	435
200997at33208a	Complete	Sc0000165	20037	65398	+	639.7	502
201397at33208a	Complete	Sc0000120	521952	539554	-	680.1	476
202545at33208a	Complete	Sc0000031	743767	778507	-	388.3	376
203128at33208a	Complete	Sc0000195	43082	53215	-	831.6	438
203698at33208a	Complete	xfSc0000000	726313	730324	-	1087.6	739
205220at33208a	Complete	Sc0000533	63494	83421	+	924.4	643
206786at33208a	Complete	Sc0000532	238276	250453	+	510.4	382
206858at33208a	Complete	Sc0000012	1708118	1721633	-	568.3	506
207599at33208a	Complete	Sc0000093	768645	786848	-	470.9	373
208219at33208a	Complete	Sc0000486	171818	193923	-	398.1	426
210614at33208a	Complete	xpSc0007057	231534	265751	+	661.0	670
212972at33208a	Complete	Sc0000368	350893	363714	-	703.0	487
214788at33208a	Complete	Sc0000014	516779	531285	+	623.4	492
215654at33208a	Complete	Sc0000052	1120006	1139284	+	452.3	372
216257at33208a	Complete	Sc0000214	493513	505477	+	313.0	326
216563at33208a	Complete	Sc0000236	442269	460891	+	187.4	186
218441at33208a	Complete	Sc0000150	835237	848670	-	258.1	247
219795at33208a	Complete	Sc0000050	1304952	1386338	+	432.6	459
219856at33208a	Complete	xfSc0000083	7298	33993	+	473.7	392
222489at33208a	Fragmented	Sc0000163	622955	629424	-	451.8	268
223234at33208a	Complete	Sc0000014	382769	387254	+	340.8	347
224280at33208a	Complete	Sc0000003	1241568	1249917	+	813.3	439
226335at33208a	Complete	Sc0000088	108232	120537	-	544.8	363
226941at33208a	Complete	Sc0000081	260560	267652	+	603.6	397
227087at33208a	Complete	Sc0000136	627821	657899	-	733.1	669
227453at33208a	Complete	Sc0000131	634964	640064	+	522.3	423
227979at33208a	Complete	Sc0000005	1122939	1137905	-	916.0	593
231157at33208a	Complete	Sc0000711	37874	40863	+	576.5	431
231700at33208a	Complete	Sc0000107	432498	441483	-	482.1	641
234290at33208a	Duplicated	Sc0000327	456558	458018	-	357.3	446
234290at33208a	Duplicated	Sc0000097	62057	63358	-	324.6	587
234290at33208a	Duplicated	Sc0000675	52547	53935	-	319.8	449
234290at33208a	Duplicated	Sc0000452	103334	104734	+	306.2	443
235149at33208a	Complete	Sc0000159	734642	750304	-	414.3	458
235430at33208a	Complete	Sc0000451	179184	289733	+	352.5	343
235458at33208a	Complete	Sc0000219	151733	162440	+	413.2	364
239016at33208a	Complete	Sc0000070	75206	91283	+	374.9	378
239149at33208a	Missing
239597at33208a	Complete	Sc0000331	46802	69340	-	571.5	523
240437at33208a	Complete	Sc0000498	150348	176791	+	425.8	222
244863at33208a	Complete	xfSc0000268	30036	47828	+	555.7	536
245482at33208a	Complete	Sc0000287	392528	402264	-	539.3	396
245567at33208a	Complete	Sc0000308	113317	126107	+	381.9	405
246241at33208a	Complete	Sc0000455	292035	304618	+	548.7	375
247183at33208a	Complete	Sc0000091	130816	142868	-	696.4	549
247905at33208a	Complete	xfSc0000247	24113	58966	-	236.9	267
249486at33208a	Complete	Sc0000072	356652	359963	-	533.4	420
251076at33208a	Complete	Sc0000171	810856	820303	+	501.2	315
251577at33208a	Complete	Sc0000253	520457	524417	-	293.9	247
255117at33208a	Complete	Sc0000160	365886	391395	+	1089.3	723
255242at33208a	Complete	Sc0000306	206060	221997	+	354.1	257
255924at33208a	Complete	Sc0000295	336478	379864	+	627.3	463
257141at33208a	Complete	Sc0000449	255305	284838	-	372.0	302
257339at33208a	Complete	Sc0000154	253818	271023	+	260.1	288
259581at33208a	Complete	Sc0000037	1144035	1155036	-	332.1	397
260752at33208a	Complete	Sc0000174	552606	568559	-	428.7	507
261284at33208a	Duplicated	Sc0000763	394	23168	-	537.4	523
261284at33208a	Duplicated	Sc0000491	45825	197027	+	530.4	543
261284at33208a	Duplicated	Sc0000466	306125	332826	-	525.3	527
261614at33208a	Complete	Sc0000192	676772	688960	+	618.6	532
262757at33208a	Complete	Sc0000222	510709	526508	+	247.2	297
266460at33208a	Complete	Sc0000007	1082499	1090050	+	600.9	480
266469at33208a	Complete	Sc0000017	1818770	1821278	-	159.7	189
266808at33208a	Complete	Sc0000117	699479	722819	+	324.7	322
267439at33208a	Complete	Sc0000063	697924	720836	+	557.3	421
268134at33208a	Complete	Sc0000003	1450770	1460250	-	266.4	231
268397at33208a	Complete	Sc0000000	277708	300172	+	918.0	613
270594at33208a	Complete	xfSc0000087	72288	94906	+	641.1	522
271297at33208a	Complete	Sc0000140	840361	846785	+	330.6	232
271742at33208a	Complete	Sc0000058	286344	297422	+	619.5	446
272605at33208a	Complete	Sc0000050	364082	366863	+	552.0	391
273040at33208a	Complete	Sc0000088	147626	171797	+	78.9	152
273367at33208a	Complete	Sc0000001	1100568	1107264	+	159.8	230
273989at33208a	Complete	Sc0000000	154541	172999	-	518.9	502
274044at33208a	Complete	xfSc0000289	38509	51923	-	532.0	531
274064at33208a	Complete	Sc0000568	27175	38989	+	425.4	277
274769at33208a	Complete	Sc0000157	675257	686926	+	518.7	352
274992at33208a	Complete	Sc0000015	458721	469448	-	618.4	357
277935at33208a	Complete	Sc0000074	874796	915430	-	609.0	556
278227at33208a	Complete	Sc0000022	1715830	1730799	-	407.9	398
279631at33208a	Complete	Sc0000023	683693	698888	-	595.3	560
279992at33208a	Complete	Sc0000038	1101417	1119339	-	410.0	320
280914at33208a	Complete	Sc0000778	58475	94340	+	401.2	479
281304at33208a	Complete	Sc0000013	1697264	1702080	+	310.9	330
281693at33208a	Complete	Sc0000163	840608	863730	-	801.6	638
283637at33208a	Complete	xfSc0000095	60357	61685	+	694.1	362
284059at33208a	Complete	Sc0000132	272123	291122	-	372.2	271
285146at33208a	Complete	Sc0000087	742591	752821	-	378.0	299
285902at33208a	Complete	Sc0000167	38260	46719	+	420.2	398
285966at33208a	Complete	Sc0000120	466855	480365	+	421.9	388
286553at33208a	Complete	Sc0000329	170932	202043	-	314.8	282
289235at33208a	Complete	Sc0000456	130844	135230	-	233.6	240
289928at33208a	Complete	Sc0000029	599719	609093	-	393.8	335
291505at33208a	Complete	Sc0000179	624132	693107	-	445.7	379
291875at33208a	Complete	Sc0000160	615477	624118	-	434.0	593
295556at33208a	Complete	Sc0000303	408428	436456	+	461.5	708
295775at33208a	Complete	Sc0000453	2379	12274	+	284.4	265
300303at33208a	Complete	xfSc0000046	88122	101184	+	330.2	376
301572at33208a	Complete	xpSc0007062	14061	17281	-	568.5	388
302186at33208a	Complete	Sc0000128	156139	158436	-	267.1	361
302279at33208a	Complete	Sc0000184	179025	187109	+	497.7	303
302921at33208a	Complete	Sc0000142	808130	812484	-	102.8	200
303117at33208a	Complete	Sc0000245	416114	422983	-	358.5	353
304388at33208a	Complete	Sc0000040	880760	901844	+	286.4	322
305260at33208a	Complete	Sc0000025	1309224	1321124	-	554.0	345
306101at33208a	Complete	Sc0000151	347513	353104	-	359.3	291
307109at33208a	Complete	xfSc0000032	269773	271032	+	478.9	347
308610at33208a	Complete	Sc0000015	432463	451849	-	574.8	363
311438at33208a	Complete	Sc0000142	489366	494643	-	356.6	250
311758at33208a	Complete	Sc0000575	161259	191199	-	678.6	455
311761at33208a	Complete	Sc0000287	474239	488871	-	449.7	490
312577at33208a	Complete	Sc0000074	685537	694234	+	321.1	341
313091at33208a	Complete	Sc0000365	372833	382904	-	436.8	302
315044at33208a	Complete	Sc0000079	452660	465406	-	577.1	411
315393at33208a	Complete	Sc0000023	1757571	1762128	-	512.9	322
317470at33208a	Complete	Sc0000005	499312	508297	+	330.5	285
318483at33208a	Complete	Sc0000516	162325	168703	-	435.5	306
318532at33208a	Duplicated	Sc0000217	36287	44765	+	403.2	226
318532at33208a	Duplicated	Sc0000425	3	8372	-	376.6	193
319574at33208a	Complete	Sc0000023	1766291	1775887	+	321.4	239
320390at33208a	Complete	Sc0000001	277658	294373	-	556.4	506
321332at33208a	Complete	Sc0000217	463118	485066	-	359.8	441
323399at33208a	Complete	Sc0000179	73634	175946	+	550.2	378
323473at33208a	Complete	xfSc0000066	209167	219685	+	480.1	285
324249at33208a	Complete	Sc0000131	79127	85937	-	324.2	343
325183at33208a	Complete	xpSc0007057	329492	354372	-	545.1	345
327301at33208a	Complete	Sc0000124	425778	436318	+	294.0	250
331112at33208a	Complete	Sc0000168	536043	555092	-	467.1	379
331186at33208a	Complete	Sc0000112	687860	702679	-	365.3	452
332870at33208a	Complete	Sc0000048	1371665	1377851	-	235.2	223
333062at33208a	Complete	Sc0000156	284358	293676	-	591.6	344
333800at33208a	Complete	Sc0000208	93344	115621	-	449.4	504
334272at33208a	Complete	Sc0000001	596189	605706	-	313.3	301
334331at33208a	Complete	Sc0000013	1388415	1405637	-	562.1	468
334336at33208a	Complete	Sc0000121	535613	551632	+	417.8	401
334342at33208a	Complete	Sc0000412	3337	31355	-	471.8	540
334764at33208a	Complete	Sc0000490	159947	197020	-	370.0	301
334820at33208a	Complete	xfSc0000036	372961	391892	+	390.9	309
335107at33208a	Complete	Sc0000188	469855	481406	+	306.2	270
336647at33208a	Complete	Sc0000001	2141674	2175062	-	316.8	537
338191at33208a	Complete	Sc0000220	623477	644486	+	748.7	488
338482at33208a	Complete	Sc0000063	290065	294221	-	495.1	433
339127at33208a	Complete	Sc0000288	10032	25438	+	406.2	402
339319at33208a	Complete	Sc0000013	1709911	1714236	+	239.3	220
340558at33208a	Complete	Sc0000039	400753	409685	+	431.1	316
340577at33208a	Complete	Sc0000398	401774	403522	+	597.9	482
344338at33208a	Complete	Sc0000315	107991	120081	-	375.2	308
344346at33208a	Missing
344442at33208a	Complete	Sc0000285	338496	346589	-	244.9	236
344581at33208a	Complete	Sc0000116	376755	392865	-	362.6	243
344611at33208a	Complete	Sc0000188	358317	359462	+	279.0	260
345099at33208a	Complete	Sc0000262	260301	281107	-	752.9	646
345959at33208a	Complete	Sc0000092	428250	464531	-	177.1	195
346541at33208a	Complete	Sc0000119	418955	426472	+	480.4	368
347600at33208a	Complete	Sc0000608	205962	207527	-	454.7	288
348449at33208a	Complete	Sc0000363	325138	341000	+	208.2	284
348544at33208a	Complete	Sc0000119	407605	414387	-	417.2	328
348761at33208a	Complete	Sc0000016	355401	363643	+	336.3	234
349064at33208a	Complete	Sc0000035	1472600	1486192	+	361.7	296
349627at33208a	Complete	Sc0000150	64603	72827	-	221.6	283
351226at33208a	Complete	Sc0000193	7724	25729	+	99.0	189
352600at33208a	Complete	xfSc0000226	86072	92551	+	470.9	273
352854at33208a	Complete	Sc0000381	240461	255629	+	452.7	356
353286at33208a	Complete	xfSc0000250	60037	79175	-	345.0	348
353768at33208a	Complete	Sc0000057	244358	253225	-	296.0	312
354829at33208a	Complete	Sc0000046	432035	450019	-	538.7	279
354949at33208a	Complete	Sc0000141	508716	520334	+	382.3	332
355210at33208a	Complete	Sc0000340	416081	438858	+	395.6	374
355739at33208a	Complete	Sc0000017	1464685	1469246	+	284.6	241
356175at33208a	Complete	Sc0000196	547437	552835	+	208.8	277
356334at33208a	Complete	Sc0000004	576892	602406	-	724.3	686
356503at33208a	Complete	Sc0000568	118312	122214	-	373.6	261
357580at33208a	Complete	Sc0000030	150669	164990	-	399.3	252
359075at33208a	Complete	Sc0000011	657125	689418	-	430.3	327
359324at33208a	Complete	Sc0000001	1213610	1230054	-	248.0	210
359369at33208a	Complete	Sc0000388	252693	267180	+	357.4	260
359532at33208a	Missing
360379at33208a	Complete	Sc0000155	280397	284242	-	274.3	250
360753at33208a	Complete	Sc0000003	1155969	1161645	+	261.9	201
361100at33208a	Complete	Sc0000176	697932	705889	+	429.0	269
361203at33208a	Complete	Sc0000311	102204	110895	-	476.7	340
361216at33208a	Complete	Sc0000135	555258	559009	+	286.5	292
363634at33208a	Complete	xfSc0000043	221515	226719	+	203.5	201
363840at33208a	Complete	Sc0000121	602063	611509	-	225.7	262
363851at33208a	Complete	Sc0000173	480686	486708	-	266.8	290
364383at33208a	Complete	Sc0000291	462845	468594	+	448.4	334
364694at33208a	Complete	Sc0000495	42845	52579	-	525.7	461
365323at33208a	Missing
365561at33208a	Complete	Sc0000358	207685	218763	-	573.8	359
365691at33208a	Complete	Sc0000065	1235084	1251714	-	272.8	258
366124at33208a	Complete	Sc0000166	280011	289293	-	214.2	228
366814at33208a	Complete	Sc0000091	822524	824710	+	590.7	387
366936at33208a	Duplicated	Sc0000306	226778	231351	+	302.0	212
366936at33208a	Duplicated	Sc0000002	2315236	2319613	-	258.3	210
367493at33208a	Complete	Sc0000001	317686	320682	-	375.9	338
367551at33208a	Complete	Sc0000129	40827	53256	+	600.0	381
367596at33208a	Complete	Sc0000192	135441	151587	-	499.5	433
367957at33208a	Complete	Sc0000266	226287	232535	+	445.5	288
368565at33208a	Complete	Sc0000490	200476	215727	+	423.3	286
368670at33208a	Complete	xfSc0000116	106990	108453	-	316.2	201
368875at33208a	Fragmented	Sc0000490	216918	245082	-	115.7	136
371241at33208a	Complete	xpSc0007062	154448	167603	-	226.5	174
371297at33208a	Complete	Sc0000026	1569497	1586682	-	586.6	328
371526at33208a	Complete	Sc0000174	192752	197548	-	401.1	247
372257at33208a	Complete	Sc0000200	628191	643307	-	215.8	187
372707at33208a	Complete	Sc0000306	486875	494662	-	368.9	245
373040at33208a	Complete	xfSc0000016	235813	247775	-	356.8	248
376982at33208a	Complete	Sc0000694	86902	98566	-	460.6	251
378033at33208a	Complete	Sc0000231	394887	408464	+	303.5	350
378316at33208a	Complete	Sc0000209	454188	462220	-	402.8	275
378768at33208a	Complete	Sc0000264	121794	129040	-	485.8	256
378913at33208a	Duplicated	Sc0000571	111615	117499	-	189.8	149
378913at33208a	Duplicated	Sc0000515	9366	15043	-	169.8	138
379076at33208a	Complete	Sc0000152	436122	566528	+	226.0	198
379636at33208a	Complete	Sc0000008	2009217	2021039	-	268.2	302
379771at33208a	Complete	xfSc0000038	44119	52801	+	276.5	241
380583at33208a	Complete	Sc0000185	525843	542313	+	461.2	273
381303at33208a	Complete	Sc0000292	149014	152427	+	253.1	289
382000at33208a	Complete	Sc0000239	97132	99852	+	157.3	256
382262at33208a	Complete	Sc0000055	873444	884239	+	86.2	206
382750at33208a	Complete	xfSc0000351	23365	27738	-	384.5	320
383313at33208a	Complete	Sc0000397	229228	236476	-	344.6	289
384187at33208a	Complete	xfSc0000075	162232	172968	-	635.9	389
386666at33208a	Complete	Sc0000193	528359	531878	+	201.8	221
387079at33208a	Complete	Sc0000033	639151	640302	+	264.0	223
387117at33208a	Complete	Sc0000391	283409	292872	-	179.5	211
387878at33208a	Complete	Sc0000094	659145	669547	+	328.5	295
389367at33208a	Complete	Sc0000405	127267	136300	-	395.2	243
389527at33208a	Complete	Sc0000333	141670	153730	+	712.8	579
389570at33208a	Complete	Sc0000024	828882	833105	-	463.6	321
389591at33208a	Fragmented	Sc0000163	112396	114289	-	104.5	72
390192at33208a	Complete	Sc0000401	318057	320860	-	443.7	316
390402at33208a	Complete	xfSc0000015	412454	423793	+	343.7	236
391896at33208a	Complete	Sc0000480	160278	167932	-	368.5	268
393219at33208a	Complete	Sc0000022	31298	34909	-	259.2	272
393291at33208a	Complete	Sc0000000	2638688	2649057	-	398.1	297
393419at33208a	Complete	Sc0000000	3021540	3034619	+	490.4	425
393895at33208a	Complete	xfSc0000297	8929	23865	+	635.9	424
395147at33208a	Complete	Sc0000353	108903	209050	-	319.0	265
395183at33208a	Complete	xfSc0000168	65153	71648	-	250.7	173
395556at33208a	Complete	Sc0000098	935934	936974	-	286.1	276
395919at33208a	Complete	Sc0000625	141721	159014	-	346.7	257
395948at33208a	Complete	Sc0000092	593471	598467	-	279.3	316
396237at33208a	Complete	xfSc0000006	536362	543804	+	241.6	269
397019at33208a	Complete	Sc0000025	574191	583490	-	423.6	233
397659at33208a	Complete	Sc0000278	88809	107370	-	324.6	341
398013at33208a	Complete	Sc0000054	1045243	1055512	+	423.9	278
398202at33208a	Complete	Sc0000203	34331	40873	-	261.2	296
398607at33208a	Complete	Sc0000082	564182	571701	+	327.2	218
399092at33208a	Complete	Sc0000000	2711748	2726495	-	174.8	183
399439at33208a	Missing
400042at33208a	Complete	Sc0000003	1995581	2012758	+	220.6	268
401196at33208a	Complete	Sc0000445	53631	57785	+	144.1	165
401220at33208a	Complete	Sc0000337	70670	80617	-	465.4	337
401679at33208a	Missing
401779at33208a	Complete	xfSc0000038	32838	42589	-	427.0	275
403171at33208a	Complete	Sc0000158	416337	427364	-	255.2	303
403817at33208a	Complete	Sc0000017	192274	195858	-	42.7	143
404988at33208a	Complete	Sc0000485	117189	121911	-	284.4	314
405257at33208a	Complete	Sc0000012	582232	591327	-	408.8	381
406927at33208a	Complete	Sc0000000	862415	869418	+	174.2	281
407472at33208a	Complete	Sc0000169	690870	692546	-	479.6	384
409006at33208a	Complete	Sc0000000	2005094	2012941	-	400.7	317
409186at33208a	Fragmented	Sc0000409	114246	120760	-	359.8	358
411515at33208a	Complete	Sc0000348	152787	158783	-	378.9	265
411664at33208a	Complete	Sc0000107	387683	401921	+	200.0	188
411755at33208a	Fragmented	Sc0000114	893700	905760	-	209.3	235
412370at33208a	Complete	Sc0000375	204916	208664	+	127.6	155
412542at33208a	Complete	Sc0000091	162012	170048	+	317.8	229
412930at33208a	Complete	xfSc0000025	319328	340206	+	362.2	372
413334at33208a	Complete	Sc0000167	457674	472014	+	289.9	304
414001at33208a	Complete	Sc0000158	740158	747651	-	459.0	274
414571at33208a	Complete	Sc0000104	892361	898584	+	387.3	247
414579at33208a	Complete	xfSc0000167	90536	94426	+	384.0	279
414603at33208a	Complete	Sc0000184	279713	294462	+	383.4	489
415618at33208a	Missing
416175at33208a	Complete	xpSc0007056	568450	579418	-	368.7	262
418979at33208a	Complete	Sc0000002	920647	925759	+	203.0	144
419502at33208a	Complete	Sc0000070	300655	310178	+	301.4	212
419914at33208a	Missing
421396at33208a	Complete	Sc0000035	847244	856152	+	349.9	238
421685at33208a	Complete	xfSc0000023	329730	333268	+	185.9	202
421732at33208a	Complete	Sc0000329	275936	295897	-	123.2	327
422158at33208a	Complete	Sc0000470	36505	37470	+	427.8	280
422751at33208a	Complete	xfSc0000095	132858	141535	+	465.3	312
423799at33208a	Complete	Sc0000046	513061	520849	-	207.8	195
423848at33208a	Complete	Sc0000486	259708	260631	+	236.3	234
424392at33208a	Missing
424569at33208a	Complete	Sc0000102	755501	762847	+	245.3	158
424646at33208a	Complete	Sc0000187	270546	279008	-	155.7	204
427349at33208a	Complete	Sc0000226	444291	448524	-	387.6	240
427789at33208a	Complete	Sc0000120	891380	902140	-	563.5	395
428202at33208a	Complete	Sc0000373	20407	33155	+	475.5	316
428754at33208a	Complete	Sc0000393	316230	325854	-	300.2	347
429011at33208a	Complete	Sc0000126	844154	855212	-	134.6	160
429274at33208a	Complete	Sc0000037	1488801	1489736	-	252.2	218
429751at33208a	Complete	Sc0000192	471762	476289	-	225.6	320
430701at33208a	Complete	Sc0000095	985071	997621	+	199.3	160
432050at33208a	Complete	Sc0000042	725075	732252	-	432.9	244
432155at33208a	Complete	Sc0000323	109953	116567	+	219.7	169
432287at33208a	Complete	Sc0000335	346956	355301	-	168.6	239
432522at33208a	Complete	Sc0000030	1629858	1637603	-	138.1	121
433216at33208a	Missing
433606at33208a	Fragmented	Sc0000134	227044	227625	-	160.8	164
434068at33208a	Complete	Sc0000228	620853	635386	+	534.4	384
434863at33208a	Complete	xfSc0000158	64161	76111	+	289.9	244
435253at33208a	Complete	Sc0000003	1538503	1551247	-	145.2	274
435678at33208a	Complete	Sc0000172	350351	359832	+	374.6	341
435921at33208a	Complete	xfSc0000010	93609	96832	+	174.7	107
435939at33208a	Complete	Sc0000256	127251	133574	+	184.9	163
436007at33208a	Complete	Sc0000602	112564	127983	-	554.7	409
436098at33208a	Complete	Sc0000215	630872	635914	+	236.3	200
436539at33208a	Complete	Sc0000056	99386	107645	+	256.2	199
437653at33208a	Duplicated	Sc0000349	119071	120786	-	166.3	136
437653at33208a	Duplicated	xfSc0000091	83537	84016	-	154.6	117
438133at33208a	Complete	Sc0000009	1120526	1125856	+	429.7	276
438433at33208a	Complete	Sc0000091	804086	812235	+	365.0	200
438453at33208a	Complete	Sc0000057	671864	686988	-	421.7	245
439736at33208a	Complete	Sc0000382	21729	39747	+	508.1	355
440195at33208a	Complete	xfSc0000895	11279	15058	+	269.5	188
440493at33208a	Complete	xfSc0000010	499639	509358	-	273.6	249
441575at33208a	Complete	Sc0000090	369517	388248	-	538.5	619
442169at33208a	Complete	Sc0000054	925554	933646	+	370.9	326
442203at33208a	Complete	Sc0000068	623407	624936	-	479.6	347
442823at33208a	Complete	Sc0000231	79837	88511	+	377.5	328
443305at33208a	Complete	Sc0000121	409069	465976	+	384.0	425
443518at33208a	Complete	Sc0000387	95940	106895	+	358.7	234
443659at33208a	Complete	Sc0000011	856631	859957	+	120.8	107
443928at33208a	Complete	Sc0000117	541653	550137	+	432.2	294
444160at33208a	Complete	Sc0000021	1776673	1782689	+	260.6	181
444231at33208a	Complete	Sc0000176	288204	291012	-	108.3	101
445031at33208a	Complete	Sc0000077	872517	873587	-	378.3	309
445034at33208a	Missing
445091at33208a	Complete	Sc0000013	1408866	1419900	+	213.8	299
446000at33208a	Complete	Sc0000362	229265	232302	+	298.9	209
446031at33208a	Complete	Sc0000012	1831664	1843360	-	285.0	241
447320at33208a	Complete	Sc0000666	97248	114190	-	222.2	250
447400at33208a	Complete	Sc0000082	696890	706869	-	148.4	128
448196at33208a	Complete	Sc0000181	15182	29445	+	346.9	218
448514at33208a	Fragmented	Sc0000117	1019951	1020838	+	209.1	172
449056at33208a	Complete	Sc0000423	302813	320225	+	254.6	267
449139at33208a	Complete	Sc0000511	80409	91801	+	455.8	301
