# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
196950at33208a	Complete	000235F	208004	249574	-	793.1	694
197549at33208a	Missing
197652at33208a	Complete	000056F	684467	691911	+	691.6	434
200997at33208a	Complete	000382F	119257	166753	+	531.1	473
201397at33208a	Complete	000067F	120870	141187	-	639.5	476
202545at33208a	Complete	000008F	1440612	1451201	-	410.4	350
203128at33208a	Complete	000247F	536420	548541	+	827.2	438
203698at33208a	Complete	000028F	633756	640626	+	1026.9	693
205220at33208a	Complete	000034F	723641	742859	+	880.6	642
206786at33208a	Complete	000558F	236099	246866	-	446.6	382
206858at33208a	Complete	000166F	620269	634294	-	528.7	488
207599at33208a	Complete	000107F	148140	167410	-	367.3	373
208219at33208a	Complete	000281F	264230	281555	-	381.1	429
210614at33208a	Duplicated	000253F	430863	461404	-	645.3	667
210614at33208a	Duplicated	002019F	1525	34704	+	619.8	649
212972at33208a	Complete	000813F	237440	250531	+	615.6	486
214788at33208a	Complete	000296F	121814	136478	-	538.0	451
215654at33208a	Duplicated	001601F	20471	35225	-	411.8	363
215654at33208a	Duplicated	000020F	1236325	1251869	+	400.6	361
216257at33208a	Complete	000062F	507180	521303	-	321.3	318
216563at33208a	Complete	000413F	70953	135790	-	206.0	259
218441at33208a	Complete	000197F	544978	558428	-	231.0	239
219795at33208a	Complete	001296F	76551	138869	-	365.7	390
219856at33208a	Complete	000208F	206341	221777	-	569.4	392
222489at33208a	Fragmented	000229F	279141	285510	+	449.5	264
223234at33208a	Duplicated	000296F	275505	279824	-	352.0	349
223234at33208a	Duplicated	001620F	96057	100314	-	315.1	290
224280at33208a	Complete	000280F	423358	432256	-	788.7	439
226335at33208a	Complete	000530F	98457	111000	-	414.5	334
226941at33208a	Complete	001138F	95384	103377	-	592.6	397
227087at33208a	Complete	000041F	759031	785777	+	775.5	735
227453at33208a	Complete	000092F	182315	188658	-	518.3	423
227979at33208a	Complete	000333F	321435	340842	+	911.1	593
231157at33208a	Duplicated	000932F	92726	95914	+	594.3	431
231157at33208a	Duplicated	000142F	612359	615546	-	586.5	431
231700at33208a	Complete	000151F	260455	270371	+	452.4	738
234290at33208a	Duplicated	000038F	1251528	1252682	+	272.6	445
234290at33208a	Duplicated	002319F	6650	7618	+	269.4	432
234290at33208a	Duplicated	000082F	272249	273688	-	268.7	480
234290at33208a	Duplicated	000041F	283062	284254	+	264.7	354
234290at33208a	Duplicated	000250F	272348	291344	-	255.0	268
234290at33208a	Duplicated	000419F	400144	401517	-	244.5	513
234290at33208a	Duplicated	000982F	190962	192266	+	240.5	491
234290at33208a	Duplicated	001203F	126000	127292	-	235.7	494
234290at33208a	Duplicated	000774F	36456	73691	+	235.5	371
235149at33208a	Complete	001699F	61674	78760	+	386.0	450
235430at33208a	Complete	000069F	159753	327689	-	356.4	346
235458at33208a	Duplicated	001004F	36276	47225	-	394.8	361
235458at33208a	Duplicated	002103F	35547	47025	+	381.4	357
239016at33208a	Complete	000109F	589391	606786	+	383.3	405
239149at33208a	Missing
239597at33208a	Complete	000118F	226663	248810	-	515.4	499
240437at33208a	Complete	000010F	1566606	1593696	-	419.6	222
244863at33208a	Duplicated	001170F	80655	96320	+	554.1	554
244863at33208a	Duplicated	000387F	216328	231987	+	553.0	555
245482at33208a	Complete	000109F	277445	287833	-	537.5	396
245567at33208a	Complete	001201F	147816	157815	+	377.3	416
246241at33208a	Complete	000711F	129977	141147	-	504.7	362
247183at33208a	Complete	000104F	165768	178372	+	683.9	516
247905at33208a	Complete	000812F	41678	60682	-	243.3	316
249486at33208a	Complete	000684F	36690	39148	-	280.7	280
251076at33208a	Complete	000012F	1288307	1304972	-	545.8	315
251577at33208a	Duplicated	000310F	69806	73696	-	297.5	282
251577at33208a	Duplicated	002041F	26534	30420	-	296.0	270
255117at33208a	Complete	000398F	195301	220586	+	1036.0	723
255242at33208a	Duplicated	000023F	1335897	1355682	-	303.4	252
255242at33208a	Duplicated	000393F	101959	120291	-	263.3	208
255924at33208a	Complete	000439F	133194	154529	-	559.4	469
257141at33208a	Complete	000004F	22154	39420	+	276.5	259
257339at33208a	Complete	000349F	54089	67593	+	266.3	283
259581at33208a	Duplicated	000332F	141991	153451	+	326.7	399
259581at33208a	Duplicated	001026F	195001	206043	+	323.4	397
260752at33208a	Complete	000023F	225137	241156	+	469.8	507
261284at33208a	Complete	000025F	1282040	1367270	+	609.3	662
261614at33208a	Complete	000009F	1735629	1748541	+	544.9	490
262757at33208a	Fragmented	000574F	1490	7334	+	208.2	169
266460at33208a	Duplicated	002184F	45943	55969	+	589.9	480
266460at33208a	Duplicated	000043F	1087054	1097072	-	538.0	481
266469at33208a	Missing
266808at33208a	Complete	000255F	21950	45978	+	345.9	306
267439at33208a	Complete	000324F	258368	286040	+	658.3	429
268134at33208a	Complete	000280F	329721	338822	+	276.4	231
268397at33208a	Complete	000165F	123094	154330	+	787.7	616
270594at33208a	Complete	000587F	267168	289424	+	660.9	526
271297at33208a	Fragmented	000179F	337798	345896	-	208.3	148
271742at33208a	Complete	000620F	282512	291715	-	618.2	444
272605at33208a	Complete	000079F	820567	825945	-	357.6	334
273040at33208a	Complete	000530F	121925	140732	+	131.9	132
273367at33208a	Complete	000100F	429315	435575	-	133.3	216
273989at33208a	Missing
274044at33208a	Duplicated	000071F	115801	129708	-	530.6	502
274044at33208a	Duplicated	000386F	87948	101187	-	515.4	473
274064at33208a	Complete	000277F	442298	454875	+	414.2	277
274769at33208a	Complete	000235F	70616	87732	+	466.7	379
274992at33208a	Complete	000346F	126736	140047	-	568.9	333
277935at33208a	Complete	000083F	776417	805218	+	596.9	556
278227at33208a	Complete	000018F	1334622	1348106	-	333.3	367
279631at33208a	Complete	000157F	547871	564110	-	599.9	528
279992at33208a	Complete	000364F	179872	202376	-	378.3	338
280914at33208a	Duplicated	000168F	668059	691979	-	395.7	488
280914at33208a	Duplicated	001067F	29128	58947	+	376.2	488
281304at33208a	Complete	001383F	89383	92579	-	266.2	308
281693at33208a	Complete	000229F	8990	22776	+	663.6	644
283637at33208a	Complete	000502F	235603	236931	+	694.1	362
284059at33208a	Duplicated	001566F	45993	55801	-	372.7	269
284059at33208a	Duplicated	000134F	108650	118164	-	368.6	270
285146at33208a	Complete	000718F	219062	228627	+	302.7	312
285902at33208a	Complete	000589F	195553	206476	-	291.0	382
285966at33208a	Duplicated	000645F	254531	264247	+	345.8	358
285966at33208a	Duplicated	000067F	74014	81547	+	311.4	323
286553at33208a	Complete	000963F	117973	123094	-	272.7	254
289235at33208a	Complete	000864F	144906	150260	-	193.1	213
289928at33208a	Complete	000527F	208552	219035	+	363.4	335
291505at33208a	Duplicated	000145F	353462	407551	-	407.3	424
291505at33208a	Duplicated	000848F	123611	186475	-	406.5	423
291875at33208a	Complete	000475F	177266	186247	+	330.9	481
295556at33208a	Complete	000307F	357220	389686	+	441.1	682
295775at33208a	Complete	000405F	235225	244105	-	200.1	249
300303at33208a	Complete	000040F	952415	965655	+	249.8	385
301572at33208a	Complete	000249F	306724	310200	-	418.8	312
302186at33208a	Complete	000047F	1045848	1048094	+	179.9	325
302279at33208a	Complete	001123F	27043	35553	-	470.5	285
302921at33208a	Complete	001958F	1089	5174	+	96.6	173
303117at33208a	Complete	000562F	200664	208010	+	371.1	330
304388at33208a	Complete	000042F	828744	845755	+	328.7	330
305260at33208a	Complete	000038F	1200203	1211076	+	411.8	368
306101at33208a	Complete	000688F	205815	213218	-	219.5	239
307109at33208a	Complete	000014F	218272	219526	+	363.1	321
308610at33208a	Complete	000346F	103314	119425	-	550.9	363
311438at33208a	Complete	000093F	505328	511870	-	308.7	255
311758at33208a	Complete	000142F	398602	423103	+	598.9	450
311761at33208a	Complete	000109F	403502	421507	-	437.0	479
312577at33208a	Complete	000083F	967864	975717	-	267.9	334
313091at33208a	Complete	000222F	487853	497602	-	413.0	300
315044at33208a	Complete	000185F	244687	259123	-	467.3	413
315393at33208a	Duplicated	001680F	41264	45959	+	514.2	321
315393at33208a	Duplicated	000099F	69465	74173	-	480.5	322
317470at33208a	Complete	000926F	197344	203664	-	375.4	261
318483at33208a	Complete	000601F	324690	332039	+	421.2	306
318532at33208a	Complete	000212F	153305	166074	-	620.4	336
319574at33208a	Duplicated	000099F	78895	94163	+	324.4	246
319574at33208a	Duplicated	001680F	27002	36550	-	287.8	234
320390at33208a	Complete	001357F	139370	150944	-	341.2	405
321332at33208a	Complete	000168F	408326	426097	-	358.3	471
323399at33208a	Complete	000131F	510048	609681	+	442.5	340
323473at33208a	Complete	000446F	263919	275611	+	501.7	285
324249at33208a	Complete	000092F	724281	730507	+	317.7	343
325183at33208a	Complete	000253F	336993	367232	+	366.2	345
327301at33208a	Complete	000106F	642118	655057	-	292.2	250
331112at33208a	Complete	000098F	932711	940181	-	346.6	244
331186at33208a	Complete	000138F	87699	96119	+	217.6	316
332870at33208a	Complete	000807F	8558	14377	+	231.7	223
333062at33208a	Complete	000160F	570722	581652	+	588.4	350
333800at33208a	Complete	000442F	146734	167782	+	416.1	523
334272at33208a	Duplicated	000100F	919000	928787	+	317.5	299
334272at33208a	Duplicated	000841F	95397	105180	+	286.8	294
334331at33208a	Complete	000661F	144132	161015	+	470.6	352
334336at33208a	Duplicated	000070F	506487	524544	+	422.3	404
334336at33208a	Duplicated	001945F	17662	32414	-	421.8	399
334342at33208a	Complete	000326F	345492	371626	-	395.6	529
334764at33208a	Complete	3081	7087	8034	-	338.3	258
334820at33208a	Complete	000001F	2182520	2195999	-	379.6	309
335107at33208a	Complete	000127F	658654	675287	+	308.4	270
336647at33208a	Complete	001118F	181423	195997	-	305.1	430
338191at33208a	Complete	000951F	17683	185333	-	682.7	513
338482at33208a	Complete	000230F	555467	559370	-	487.4	433
339127at33208a	Fragmented	001072F	174172	174402	-	74.2	56
339319at33208a	Complete	001383F	75764	79798	-	255.5	242
340558at33208a	Complete	000633F	166332	176875	+	387.3	290
340577at33208a	Complete	000065F	1099815	1101523	-	530.1	432
344338at33208a	Complete	002351F	32295	43721	-	350.1	308
344346at33208a	Missing
344442at33208a	Complete	000179F	98085	104050	-	198.6	233
344581at33208a	Complete	000104F	664610	675680	-	359.2	243
344611at33208a	Duplicated	000127F	582984	584102	+	283.6	266
344611at33208a	Duplicated	000127F	483901	485049	+	283.2	260
344611at33208a	Duplicated	001180F	6175	7323	-	283.2	260
344611at33208a	Duplicated	000127F	415175	416197	+	277.6	257
345099at33208a	Complete	000591F	149174	176697	+	754.5	645
345959at33208a	Complete	000193F	106632	121801	+	172.9	266
346541at33208a	Complete	000411F	190745	196393	+	563.0	431
347600at33208a	Complete	000086F	331827	333392	-	453.5	290
348449at33208a	Complete	000057F	818903	835874	+	141.5	255
348544at33208a	Complete	000411F	178440	185405	-	424.1	328
348761at33208a	Complete	000034F	293762	300048	+	336.3	228
349064at33208a	Complete	000103F	645504	660518	+	315.5	263
349627at33208a	Complete	000110F	511803	520589	-	250.0	277
351226at33208a	Complete	001288F	5473	24749	+	127.4	224
352600at33208a	Complete	000636F	45628	55306	+	387.1	246
352854at33208a	Complete	000304F	107810	122902	-	414.8	356
353286at33208a	Complete	000304F	492086	512851	-	318.0	318
353768at33208a	Complete	000021F	612066	621225	+	317.3	299
354829at33208a	Complete	000068F	636007	654519	+	392.0	261
354949at33208a	Complete	000054F	695399	708353	-	304.8	299
355210at33208a	Complete	000000F	1243912	1262537	-	380.1	351
355739at33208a	Duplicated	001290F	17051	21614	-	278.0	241
355739at33208a	Duplicated	000982F	88293	92852	+	276.6	241
356175at33208a	Complete	000152F	517310	530648	-	200.8	247
356334at33208a	Complete	000420F	2897	29850	-	659.5	671
356503at33208a	Complete	000277F	533812	543241	-	299.7	251
357580at33208a	Complete	000322F	282159	294093	-	397.8	252
359075at33208a	Complete	000305F	263939	284451	-	423.2	323
359324at33208a	Complete	000100F	323437	327269	+	143.0	181
359369at33208a	Complete	002012F	18355	35182	-	264.9	241
359532at33208a	Missing
360379at33208a	Complete	000059F	662434	666533	+	169.1	234
360753at33208a	Complete	002014F	16192	22557	-	243.7	183
361100at33208a	Complete	000231F	104526	129155	-	429.5	269
361203at33208a	Complete	000180F	555813	564828	+	511.4	384
361216at33208a	Complete	000390F	421352	424910	-	214.0	209
363634at33208a	Complete	000080F	66860	72320	+	207.4	201
363840at33208a	Complete	000070F	570876	583430	-	228.9	300
363851at33208a	Complete	000480F	325528	332241	-	239.5	277
364383at33208a	Complete	000224F	361031	366650	-	388.7	310
364694at33208a	Duplicated	000496F	26393	39625	-	693.1	481
364694at33208a	Duplicated	001977F	5337	17291	-	674.3	495
365323at33208a	Missing
365561at33208a	Duplicated	000898F	134353	139335	-	550.9	359
365561at33208a	Duplicated	000734F	146028	151052	-	488.5	324
365691at33208a	Complete	000046F	479735	497183	-	274.8	246
366124at33208a	Complete	000136F	806708	818432	+	219.3	235
366814at33208a	Duplicated	000188F	603238	605409	+	497.8	356
366814at33208a	Duplicated	000181F	78120	80291	+	489.8	347
366936at33208a	Complete	000141F	387578	408551	+	329.4	203
367493at33208a	Complete	001861F	33978	38357	+	262.0	332
367551at33208a	Complete	000113F	370833	384026	-	589.2	380
367596at33208a	Complete	000009F	1087237	1098352	-	674.2	516
367957at33208a	Complete	000284F	456046	462178	-	447.2	286
368565at33208a	Complete	002353F	4919	16274	+	369.9	248
368670at33208a	Complete	000202F	95310	96367	-	320.7	201
368875at33208a	Complete	002353F	17072	53481	-	116.6	149
371241at33208a	Complete	000249F	440299	451554	-	221.3	170
371297at33208a	Duplicated	000484F	364019	371194	-	596.1	328
371297at33208a	Duplicated	001017F	182807	189450	+	529.6	307
371526at33208a	Duplicated	000023F	626629	634090	+	438.0	247
371526at33208a	Duplicated	001863F	35428	40250	-	419.8	247
372257at33208a	Complete	000139F	364250	381726	+	226.6	209
372707at33208a	Complete	000655F	243712	251574	-	302.9	244
373040at33208a	Complete	000218F	238688	250397	+	378.0	236
376982at33208a	Complete	000155F	168646	178981	+	457.5	251
378033at33208a	Complete	000402F	152489	169199	+	316.3	392
378316at33208a	Complete	000030F	1155825	1165486	+	441.0	275
378768at33208a	Complete	000279F	207141	213437	-	442.8	256
378913at33208a	Complete	000817F	114760	127392	+	158.9	150
379076at33208a	Duplicated	000187F	656193	684036	+	229.6	180
379076at33208a	Duplicated	000385F	10847	80665	+	203.9	179
379636at33208a	Complete	000055F	5638	19311	+	283.9	302
379771at33208a	Complete	000570F	213856	225001	+	262.2	256
380583at33208a	Complete	000238F	416155	433650	+	455.9	273
381303at33208a	Complete	000228F	216526	219026	-	231.2	258
382000at33208a	Duplicated	000397F	60985	63713	+	157.0	288
382000at33208a	Duplicated	000598F	218843	221571	+	157.0	288
382262at33208a	Duplicated	000190F	65106	77307	-	89.0	208
382262at33208a	Duplicated	001660F	88343	100529	-	83.7	232
382262at33208a	Duplicated	000150F	803418	815611	+	80.1	165
382750at33208a	Complete	000039F	324870	328675	-	384.0	320
383313at33208a	Complete	000416F	47464	54991	+	323.2	275
384187at33208a	Complete	000532F	202828	213266	-	694.1	410
386666at33208a	Complete	000300F	138621	141915	-	203.9	224
387079at33208a	Complete	000555F	34816	35958	-	263.9	236
387117at33208a	Complete	000057F	356695	371180	+	175.5	211
387878at33208a	Complete	000706F	177025	188674	+	286.2	275
389367at33208a	Duplicated	001525F	42330	51085	-	377.6	243
389367at33208a	Duplicated	000573F	56977	65665	+	329.9	243
389527at33208a	Duplicated	000861F	170157	182379	+	691.8	563
389527at33208a	Duplicated	000259F	6869	18879	+	689.5	563
389570at33208a	Complete	002799F	9315	13988	-	343.2	280
389591at33208a	Complete	000729F	247951	254739	-	292.2	218
390192at33208a	Duplicated	000676F	282623	285353	+	445.3	317
390192at33208a	Duplicated	001711F	43184	45920	-	388.0	321
390402at33208a	Duplicated	000683F	174049	179894	+	351.1	236
390402at33208a	Duplicated	001892F	69594	75435	+	336.7	236
391896at33208a	Complete	000588F	233624	240262	-	403.7	262
393219at33208a	Duplicated	000312F	28783	32600	-	249.4	232
393219at33208a	Duplicated	000094F	603792	607695	-	235.2	285
393291at33208a	Complete	000007F	1285432	1296572	-	372.1	296
393419at33208a	Duplicated	001838F	60580	76269	-	485.4	425
393419at33208a	Duplicated	000007F	1632534	1648199	+	453.4	425
393895at33208a	Complete	000456F	277571	293580	+	674.1	412
395147at33208a	Duplicated	000226F	450028	468428	-	292.5	265
395147at33208a	Duplicated	002108F	10163	28427	+	285.7	265
395183at33208a	Complete	000073F	882149	896585	-	260.9	172
395556at33208a	Complete	000115F	289359	290316	+	282.9	280
395919at33208a	Complete	000257F	452049	472208	-	307.9	257
395948at33208a	Complete	000875F	168941	173948	+	279.1	313
396237at33208a	Complete	000335F	95478	102873	-	298.1	269
397019at33208a	Complete	000331F	200407	210142	-	422.7	222
397659at33208a	Complete	001735F	54840	69734	-	311.8	325
398013at33208a	Complete	000823F	122624	136566	-	354.3	275
398202at33208a	Complete	000121F	703507	710289	+	275.6	294
398607at33208a	Complete	001530F	60910	68615	-	329.5	218
399092at33208a	Complete	000007F	1344524	1353883	-	220.1	160
399439at33208a	Missing
400042at33208a	Complete	000567F	83077	92758	+	248.4	273
401196at33208a	Complete	000593F	262441	266497	+	149.1	164
401220at33208a	Complete	000060F	1004540	1015372	+	433.8	309
401679at33208a	Complete	000644F	273572	279922	+	65.6	99
401779at33208a	Complete	000570F	199324	213691	-	394.3	264
403171at33208a	Complete	000236F	254151	268455	-	203.5	241
403817at33208a	Complete	001110F	5749	9840	-	93.8	124
404988at33208a	Complete	000049F	997869	1002951	+	240.0	259
405257at33208a	Complete	000540F	339589	350718	+	424.2	361
406927at33208a	Complete	000163F	84349	90557	+	146.3	236
407472at33208a	Complete	000664F	106437	108110	+	480.7	391
409006at33208a	Complete	000007F	525790	535719	-	425.2	305
409186at33208a	Fragmented	000060F	445717	452133	-	360.9	356
411515at33208a	Duplicated	000027F	184053	190131	-	354.0	265
411515at33208a	Duplicated	001804F	56641	62703	-	326.3	239
411664at33208a	Complete	000151F	316028	327079	-	191.7	184
411755at33208a	Fragmented	000081F	748921	756182	-	208.4	235
412370at33208a	Duplicated	001111F	81463	85565	+	120.1	154
412370at33208a	Duplicated	000693F	46679	50421	-	120.0	154
412542at33208a	Complete	000104F	137375	146635	-	368.3	225
412930at33208a	Complete	000025F	719699	733343	+	275.3	252
413334at33208a	Duplicated	001010F	915	23586	-	246.8	256
413334at33208a	Duplicated	000690F	693	23017	+	237.7	240
414001at33208a	Duplicated	000348F	139658	147346	-	459.0	274
414001at33208a	Duplicated	000236F	549430	557095	-	407.8	255
414571at33208a	Duplicated	000283F	74306	82343	+	407.1	219
414571at33208a	Duplicated	001439F	68237	76101	+	365.9	247
414579at33208a	Complete	000186F	390917	398351	+	376.5	279
414603at33208a	Complete	001395F	91392	105894	-	375.7	489
415618at33208a	Missing
416175at33208a	Duplicated	000061F	403608	409708	+	354.0	262
416175at33208a	Duplicated	000458F	43922	47301	-	344.4	245
418979at33208a	Complete	000013F	228687	232109	+	167.1	144
419502at33208a	Complete	000109F	754168	763593	+	296.5	214
419914at33208a	Complete	000888F	78888	146658	-	367.0	327
421396at33208a	Complete	000103F	147696	153407	+	297.2	218
421685at33208a	Complete	000002F	2049318	2052007	-	187.4	202
421732at33208a	Complete	000176F	706000	729474	+	112.0	345
422158at33208a	Complete	001065F	102612	103576	+	421.8	280
422751at33208a	Complete	000502F	317540	327577	+	313.7	278
423799at33208a	Complete	000068F	560939	568014	+	204.6	195
423848at33208a	Complete	000281F	369938	370861	+	236.8	234
424392at33208a	Complete	000123F	248064	255462	+	308.2	218
424569at33208a	Complete	000037F	688929	695544	-	245.1	158
424646at33208a	Duplicated	000005F	21219	34842	-	146.2	232
424646at33208a	Duplicated	000009F	220276	288898	+	140.2	231
427349at33208a	Complete	000082F	141486	147690	-	383.3	240
427789at33208a	Complete	000067F	457147	468911	-	474.0	395
428202at33208a	Complete	000328F	142439	150018	-	510.9	357
428754at33208a	Duplicated	000895F	120054	130399	+	297.5	350
428754at33208a	Duplicated	000839F	145224	161654	+	259.1	308
429011at33208a	Complete	001172F	99621	108302	-	108.1	130
429274at33208a	Complete	000137F	233829	234695	-	241.0	174
429751at33208a	Complete	000009F	1535960	1543589	-	183.7	313
430701at33208a	Complete	000003F	528442	540984	+	194.7	160
432050at33208a	Complete	002002F	50831	56592	-	401.3	243
432155at33208a	Complete	000892F	24465	28274	+	142.8	164
432287at33208a	Complete	000535F	170957	179026	+	174.7	245
432522at33208a	Complete	000590F	106689	110187	+	118.0	115
433216at33208a	Missing
433606at33208a	Fragmented	000433F	167790	168240	+	128.9	140
434068at33208a	Complete	000045F	817441	826036	+	415.4	385
434863at33208a	Complete	000274F	191891	198111	+	253.1	223
435253at33208a	Complete	000280F	281220	290310	+	172.8	253
435678at33208a	Complete	000434F	146642	155893	+	361.9	341
435921at33208a	Complete	000288F	383156	386592	+	176.2	107
435939at33208a	Duplicated	000557F	31937	38718	+	169.4	163
435939at33208a	Duplicated	001919F	57317	64058	+	149.6	163
436007at33208a	Complete	000696F	39573	55911	-	547.8	409
436098at33208a	Duplicated	000635F	221360	225624	+	239.3	200
436098at33208a	Duplicated	000306F	222753	227734	-	238.4	200
436539at33208a	Complete	000298F	482539	490028	-	251.3	201
437653at33208a	Complete	000002F	443479	445189	+	169.0	135
438133at33208a	Complete	000066F	408372	415780	-	494.7	302
438433at33208a	Duplicated	000188F	583437	592436	+	360.9	200
438433at33208a	Duplicated	000181F	59052	66773	+	339.0	200
438453at33208a	Complete	000000F	30062	41842	-	288.4	245
