# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
107574at33208a	Complete	Pastreoides20056-RA:65-3196	522.9	593
108764at33208a	Duplicated	Pastreoides52840-RA:20-2938	425.3	478
108764at33208a	Duplicated	Pastreoides30753-RA:20-3028	415.2	478
109109at33208a	Complete	Pastreoides16591-RA:90-2291	881.9	509
111730at33208a	Complete	Pastreoides34274-RA:45-1178	529.6	330
111746at33208a	Missing
114954at33208a	Missing
115878at33208a	Missing
118209at33208a	Complete	Pastreoides36158-RA:111-3059	1625.1	857
119252at33208a	Complete	Pastreoides36447-RA:24-2081	831.8	582
119591at33208a	Complete	Pastreoides36552-RA:21-3476	1362.2	921
121127at33208a	Missing
123923at33208a	Complete	Pastreoides03558-RA:0-1649	252.0	367
124302at33208a	Complete	Pastreoides34093-RA:0-3227	708.8	669
127766at33208a	Fragmented	Pastreoides24577-RA:0-1277	436.9	356
129179at33208a	Complete	Pastreoides16085-RA:35-2330	829.9	583
130245at33208a	Fragmented	Pastreoides09076-RA:0-665	270.7	187
130256at33208a	Complete	Pastreoides25181-RA:60-2309	557.7	466
131349at33208a	Complete	Pastreoides14493-RA:0-1847	755.6	521
131848at33208a	Complete	Pastreoides42198-RA:0-3164	705.6	530
132087at33208a	Complete	Pastreoides14339-RA:0-3281	793.3	625
134492at33208a	Complete	Pastreoides19390-RA:353-3166	1088.8	713
135294at33208a	Fragmented	Pastreoides39964-RA:0-740	147.0	100
137383at33208a	Complete	Pastreoides24152-RA:37-2431	724.5	610
139188at33208a	Fragmented	Pastreoides15450-RA:78-983	263.9	219
143619at33208a	Complete	Pastreoides01841-RA:0-1685	386.5	313
143997at33208a	Complete	Pastreoides12054-RA:0-1760	520.5	387
146671at33208a	Complete	Pastreoides39701-RA:0-1808	767.2	526
147873at33208a	Complete	Pastreoides05848-RA:85-1956	826.4	545
148067at33208a	Fragmented	Pastreoides33549-RA:60-1811	296.6	354
148325at33208a	Complete	Pastreoides40218-RA:81-779	164.1	158
152327at33208a	Complete	Pastreoides32319-RA:44-1822	461.8	371
152977at33208a	Fragmented	Pastreoides13235-RA:60-323	133.3	83
153034at33208a	Complete	Pastreoides02166-RA:150-1637	597.5	390
157109at33208a	Complete	Pastreoides00769-RA:0-1987	274.5	234
157138at33208a	Complete	Pastreoides25394-RA:33-2084	334.3	496
158845at33208a	Complete	Pastreoides28834-RA:72-2114	352.3	454
158962at33208a	Complete	Pastreoides09944-RA:0-1859	492.4	382
162821at33208a	Fragmented	Pastreoides15637-RA:30-758	226.5	188
164767at33208a	Complete	Pastreoides40344-RA:39-2084	569.6	483
166097at33208a	Complete	Pastreoides55225-RA:126-1766	777.3	465
168850at33208a	Complete	Pastreoides26203-RA:0-1934	814.1	530
168924at33208a	Complete	Pastreoides37985-RA:0-2984	634.2	654
169864at33208a	Duplicated	Pastreoides39756-RA:21-2489	477.8	600
169864at33208a	Duplicated	Pastreoides39746-RA:96-2105	454.4	536
169864at33208a	Duplicated	Pastreoides46213-RA:3-1739	437.8	518
172677at33208a	Complete	Pastreoides43846-RA:54-1964	196.5	225
176247at33208a	Complete	Pastreoides50535-RA:36-1376	309.9	316
177718at33208a	Complete	Pastreoides28372-RA:33-1862	496.5	387
177858at33208a	Complete	Pastreoides04945-RA:60-2237	883.4	597
178537at33208a	Complete	Pastreoides43860-RA:0-1538	804.9	399
179485at33208a	Complete	Pastreoides13556-RA:210-1724	540.3	438
180808at33208a	Complete	Pastreoides19648-RA:84-1949	763.1	474
182834at33208a	Complete	Pastreoides43131-RA:0-1829	603.4	433
184508at33208a	Complete	Pastreoides04445-RA:63-3533	517.0	509
184717at33208a	Complete	Pastreoides19707-RA:0-1301	482.1	297
186208at33208a	Complete	Pastreoides03912-RA:48-3200	909.2	753
186707at33208a	Fragmented	Pastreoides18889-RA:12-794	206.5	196
187280at33208a	Complete	Pastreoides11746-RA:0-2093	540.5	447
189414at33208a	Fragmented	Pastreoides04555-RA:342-1283	201.7	203
190726at33208a	Complete	Pastreoides08107-RA:10-1551	574.0	380
191938at33208a	Complete	Pastreoides15256-RA:111-2462	361.3	439
192250at33208a	Complete	Pastreoides61690-RA:0-1394	437.5	302
194754at33208a	Fragmented	Pastreoides10354-RA:93-1148	446.0	304
195986at33208a	Fragmented	Pastreoides11271-RA:122-1378	623.2	320
196950at33208a	Complete	Pastreoides21650-RA:93-1697	491.7	462
197549at33208a	Fragmented	Pastreoides15639-RA:0-962	115.8	186
197652at33208a	Complete	Pastreoides08311-RA:13-1398	643.8	389
200997at33208a	Fragmented	Pastreoides27514-RA:186-1484	375.5	348
201397at33208a	Missing
202545at33208a	Fragmented	Pastreoides02025-RA:3-1196	261.2	229
203128at33208a	Complete	Pastreoides23351-RA:15-1433	793.1	405
203698at33208a	Complete	Pastreoides04543-RA:0-2945	985.9	658
205220at33208a	Complete	Pastreoides05746-RA:36-2273	790.5	570
206786at33208a	Complete	Pastreoides36311-RA:0-1523	453.4	382
206858at33208a	Complete	Pastreoides17387-RA:186-1832	464.0	403
207599at33208a	Missing
208219at33208a	Complete	Pastreoides25531-RA:33-1553	242.1	292
210614at33208a	Complete	Pastreoides14979-RA:351-2576	101.9	450
212972at33208a	Complete	Pastreoides43482-RA:0-2069	562.3	586
214788at33208a	Complete	Pastreoides25458-RA:13-1917	449.9	472
215654at33208a	Duplicated	Pastreoides56802-RA:177-1400	456.2	349
215654at33208a	Duplicated	Pastreoides03837-RA:84-1517	447.1	378
216257at33208a	Fragmented	Pastreoides08418-RA:93-1001	295.7	253
216563at33208a	Complete	Pastreoides30432-RA:135-1508	202.5	251
218441at33208a	Complete	Pastreoides19439-RA:0-2165	234.4	228
219795at33208a	Duplicated	Pastreoides62152-RA:1407-3044	54.6	378
219795at33208a	Duplicated	Pastreoides11521-RA:2454-4148	53.6	537
219795at33208a	Duplicated	Pastreoides63205-RA:882-2480	50.2	501
219795at33208a	Duplicated	Pastreoides39480-RA:1530-3086	47.3	467
219856at33208a	Complete	Pastreoides20712-RA:99-1352	605.3	351
222489at33208a	Complete	Pastreoides20638-RA:348-2248	633.0	368
223234at33208a	Duplicated	Pastreoides25467-RA:27-1457	351.0	349
223234at33208a	Duplicated	Pastreoides56272-RA:27-1286	312.1	290
224280at33208a	Complete	Pastreoides23572-RA:114-1535	741.1	439
226335at33208a	Complete	Pastreoides36899-RA:15-1205	458.8	325
226941at33208a	Complete	Pastreoides50355-RA:9-1631	605.9	397
227087at33208a	Duplicated	Pastreoides06303-RA:0-1724	607.2	474
227087at33208a	Duplicated	Pastreoides59733-RA:36-1898	570.7	481
227453at33208a	Complete	Pastreoides11837-RA:0-1739	526.1	423
227979at33208a	Complete	Pastreoides27969-RA:0-1874	825.9	553
231157at33208a	Complete	Pastreoides46275-RA:327-1412	373.1	297
231700at33208a	Complete	Pastreoides16720-RA:66-3104	426.4	754
234290at33208a	Duplicated	Pastreoides23208-RA:6-1094	359.0	284
234290at33208a	Duplicated	Pastreoides06246-RA:228-1664	312.9	502
234290at33208a	Duplicated	Pastreoides63318-RA:6-1274	311.4	516
235149at33208a	Complete	Pastreoides58504-RA:9-1397	320.6	361
235430at33208a	Complete	Pastreoides07124-RA:171-917	179.7	325
235458at33208a	Complete	Pastreoides61032-RA:0-2024	246.9	313
239016at33208a	Complete	Pastreoides13515-RA:0-1757	310.9	346
239149at33208a	Missing
239597at33208a	Complete	Pastreoides15388-RA:0-1982	401.9	473
240437at33208a	Complete	Pastreoides02208-RA:75-938	415.3	222
244863at33208a	Duplicated	Pastreoides29674-RA:0-2228	505.4	500
244863at33208a	Duplicated	Pastreoides51071-RA:0-2444	480.5	541
245482at33208a	Complete	Pastreoides13482-RA:0-1325	405.0	342
245567at33208a	Fragmented	Pastreoides50645-RA:9-1199	285.8	279
246241at33208a	Complete	Pastreoides41326-RA:0-1361	576.9	373
247183at33208a	Complete	Pastreoides12665-RA:0-2501	679.2	557
247905at33208a	Fragmented	Pastreoides43490-RA:48-272	60.0	49
249486at33208a	Complete	Pastreoides40172-RA:0-1256	334.4	353
251076at33208a	Complete	Pastreoides02797-RA:3-746	304.4	198
251577at33208a	Complete	Pastreoides26595-RA:0-1496	294.2	246
255117at33208a	Complete	Pastreoides32460-RA:0-2636	1001.9	700
255242at33208a	Complete	Pastreoides30941-RA:12-1076	282.9	243
255924at33208a	Missing
257141at33208a	Fragmented	Pastreoides61206-RA:288-827	97.1	68
257339at33208a	Complete	Pastreoides27826-RA:15-1025	217.5	223
259581at33208a	Duplicated	Pastreoides47326-RA:0-1964	312.3	418
259581at33208a	Duplicated	Pastreoides27641-RA:0-2231	299.1	356
260752at33208a	Complete	Pastreoides03990-RA:0-2105	462.8	482
261284at33208a	Complete	Pastreoides03540-RA:60-2507	624.8	654
261614at33208a	Complete	Pastreoides01876-RA:9-1814	726.9	487
262757at33208a	Fragmented	Pastreoides36251-RA:27-338	111.0	77
266460at33208a	Duplicated	Pastreoides62248-RA:0-1964	577.2	448
266460at33208a	Duplicated	Pastreoides06056-RA:0-1985	518.9	469
266469at33208a	Complete	Pastreoides31725-RA:0-1106	153.4	189
266808at33208a	Complete	Pastreoides23360-RA:588-1691	426.2	290
267439at33208a	Complete	Pastreoides27424-RA:0-1715	707.3	432
268134at33208a	Duplicated	Pastreoides23557-RA:1305-2570	303.3	230
268134at33208a	Duplicated	Pastreoides23555-RA:0-1013	276.5	251
268397at33208a	Fragmented	Pastreoides18505-RA:36-743	259.4	207
270594at33208a	Complete	Pastreoides36707-RA:0-1949	654.7	533
271297at33208a	Complete	Pastreoides18893-RA:79-1251	303.2	232
271742at33208a	Complete	Pastreoides37082-RA:15-1775	617.8	445
272605at33208a	Fragmented	Pastreoides10667-RA:0-995	269.1	228
273040at33208a	Complete	Pastreoides36904-RA:3-857	188.8	120
273367at33208a	Complete	Pastreoides12882-RA:78-1055	106.6	188
273989at33208a	Missing
274044at33208a	Duplicated	Pastreoides30386-RA:0-1562	498.4	424
274044at33208a	Duplicated	Pastreoides10209-RA:0-2249	494.0	520
274064at33208a	Complete	Pastreoides19213-RA:60-1214	439.9	277
274769at33208a	Complete	Pastreoides21636-RA:45-1418	496.6	361
274992at33208a	Complete	Pastreoides28357-RA:0-1310	641.3	357
277935at33208a	Complete	Pastreoides10775-RA:12-3005	611.8	556
278227at33208a	Complete	Pastreoides03240-RA:0-1697	383.5	393
279631at33208a	Complete	Pastreoides16994-RA:15-2366	609.7	600
279992at33208a	Fragmented	Pastreoides29456-RA:0-848	263.4	164
280914at33208a	Duplicated	Pastreoides17317-RA:2-1903	385.8	491
280914at33208a	Duplicated	Pastreoides49128-RA:6-2009	381.1	493
281304at33208a	Fragmented	Pastreoides53376-RA:156-704	112.9	120
281693at33208a	Complete	Pastreoides20603-RA:51-2039	699.7	583
283637at33208a	Complete	Pastreoides35273-RA:129-1457	694.1	362
284059at33208a	Complete	Pastreoides15250-RA:42-1073	263.0	212
285146at33208a	Complete	Pastreoides41354-RA:34-1126	252.8	260
285902at33208a	Complete	Pastreoides36473-RA:102-1289	332.1	282
285966at33208a	Duplicated	Pastreoides08803-RA:0-1397	283.8	265
285966at33208a	Duplicated	Pastreoides40944-RA:0-1397	263.3	251
286553at33208a	Fragmented	Pastreoides47557-RA:3-611	186.4	170
289235at33208a	Complete	Pastreoides44295-RA:0-1082	201.9	240
289928at33208a	Complete	Pastreoides34880-RA:150-1499	340.2	335
291505at33208a	Duplicated	Pastreoides44154-RA:177-1343	349.5	242
291505at33208a	Duplicated	Pastreoides15850-RA:18-977	311.1	204
291875at33208a	Complete	Pastreoides33305-RA:0-1964	361.9	449
295556at33208a	Complete	Pastreoides25120-RA:108-3995	423.7	675
295775at33208a	Fragmented	Pastreoides31447-RA:339-1142	160.9	130
300303at33208a	Complete	Pastreoides06585-RA:0-2015	230.3	331
301572at33208a	Complete	Pastreoides23625-RA:0-1427	493.1	388
302186at33208a	Fragmented	Pastreoides07559-RA:0-971	86.7	117
302279at33208a	Complete	Pastreoides51281-RA:0-1007	470.8	303
302921at33208a	Fragmented	Pastreoides61080-RA:0-1172	62.5	99
303117at33208a	Complete	Pastreoides37664-RA:0-2363	369.1	319
304388at33208a	Complete	Pastreoides06795-RA:43-1467	301.4	280
305260at33208a	Complete	Pastreoides06694-RA:0-1037	386.1	314
306101at33208a	Complete	Pastreoides40292-RA:108-1013	208.9	200
307109at33208a	Complete	Pastreoides02422-RA:64-1143	330.6	309
308610at33208a	Complete	Pastreoides28356-RA:0-1361	538.4	363
311438at33208a	Complete	Pastreoides12165-RA:75-1004	358.0	250
311758at33208a	Complete	Pastreoides15776-RA:125-1297	502.7	330
311761at33208a	Complete	Pastreoides13497-RA:0-2111	422.6	478
312577at33208a	Complete	Pastreoides10785-RA:72-989	127.0	231
313091at33208a	Complete	Pastreoides22160-RA:0-902	381.6	264
315044at33208a	Complete	Pastreoides18588-RA:66-1574	577.9	403
315393at33208a	Duplicated	Pastreoides56957-RA:0-1256	525.1	324
315393at33208a	Duplicated	Pastreoides12033-RA:0-1241	476.3	325
317470at33208a	Duplicated	Pastreoides45295-RA:218-1315	377.6	296
317470at33208a	Duplicated	Pastreoides34027-RA:217-1203	357.7	265
318483at33208a	Complete	Pastreoides37179-RA:12-1268	455.0	327
318532at33208a	Complete	Pastreoides20301-RA:0-824	375.1	191
319574at33208a	Complete	Pastreoides12034-RA:81-1100	328.8	239
320390at33208a	Complete	Pastreoides52710-RA:39-1568	321.1	375
321332at33208a	Complete	Pastreoides17289-RA:3-2345	272.3	380
323399at33208a	Missing
323473at33208a	Complete	Pastreoides32399-RA:0-851	463.8	259
324249at33208a	Complete	Pastreoides11895-RA:0-1481	304.3	343
325183at33208a	Complete	Pastreoides23502-RA:35-1186	436.9	311
327301at33208a	Complete	Pastreoides13321-RA:183-1160	302.7	250
331112at33208a	Missing
331186at33208a	Missing
332870at33208a	Complete	Pastreoides42799-RA:111-1445	253.6	210
333062at33208a	Complete	Pastreoides17628-RA:0-1337	594.9	350
333800at33208a	Complete	Pastreoides32834-RA:0-2528	351.1	385
334272at33208a	Duplicated	Pastreoides12942-RA:0-1076	263.3	262
334272at33208a	Duplicated	Pastreoides44001-RA:0-1043	226.9	263
334331at33208a	Complete	Pastreoides39202-RA:120-1982	651.5	473
334336at33208a	Complete	Pastreoides59907-RA:49-1875	373.6	409
334342at33208a	Complete	Pastreoides26336-RA:303-2933	359.9	481
334764at33208a	Complete	Pastreoides64544-RA:0-1046	335.7	258
334820at33208a	Complete	Pastreoides00523-RA:70-1524	401.2	314
335107at33208a	Complete	Pastreoides14724-RA:0-941	286.9	243
336647at33208a	Fragmented	Pastreoides47465-RA:33-605	166.3	112
338191at33208a	Complete	Pastreoides47686-RA:237-1151	532.5	286
338482at33208a	Complete	Pastreoides22109-RA:0-1664	478.1	426
339127at33208a	Missing
339319at33208a	Complete	Pastreoides53373-RA:107-1078	233.0	229
340558at33208a	Complete	Pastreoides39534-RA:0-731	355.0	252
340577at33208a	Complete	Pastreoides32972-RA:132-1880	595.1	482
344338at33208a	Complete	Pastreoides63058-RA:0-1316	369.9	336
344346at33208a	Missing
344442at33208a	Complete	Pastreoides18865-RA:0-854	128.8	174
344581at33208a	Complete	Pastreoides12711-RA:12-953	374.2	243
344611at33208a	Duplicated	Pastreoides14713-RA:0-1118	283.6	266
344611at33208a	Duplicated	Pastreoides14704-RA:0-1121	283.4	260
344611at33208a	Duplicated	Pastreoides50659-RA:0-1121	283.4	260
345099at33208a	Complete	Pastreoides37469-RA:138-2606	776.8	645
345959at33208a	Complete	Pastreoides18945-RA:6-1295	81.0	191
346541at33208a	Complete	Pastreoides30916-RA:0-1694	540.3	431
347600at33208a	Complete	Pastreoides11201-RA:0-1565	453.5	290
348449at33208a	Complete	Pastreoides08551-RA:0-1322	183.6	305
348544at33208a	Complete	Pastreoides30914-RA:0-1013	371.8	259
348761at33208a	Complete	Pastreoides05703-RA:0-599	236.5	196
349064at33208a	Complete	Pastreoides11594-RA:36-1031	336.8	269
349627at33208a	Duplicated	Pastreoides13857-RA:69-1322	254.5	286
349627at33208a	Duplicated	Pastreoides39707-RA:67-1239	221.7	259
351226at33208a	Complete	Pastreoides51790-RA:150-1772	197.8	201
352600at33208a	Complete	Pastreoides39382-RA:0-935	385.5	236
352854at33208a	Complete	Pastreoides25696-RA:24-1400	474.1	356
353286at33208a	Complete	Pastreoides25732-RA:0-1217	278.5	258
353768at33208a	Fragmented	Pastreoides03913-RA:59-856	215.1	225
354829at33208a	Complete	Pastreoides09515-RA:63-977	444.8	246
354949at33208a	Complete	Pastreoides08002-RA:12-1049	240.4	237
355210at33208a	Complete	Pastreoides00108-RA:0-1676	379.2	342
355739at33208a	Duplicated	Pastreoides47359-RA:6-944	273.9	246
355739at33208a	Duplicated	Pastreoides51221-RA:6-977	273.7	246
356175at33208a	Complete	Pastreoides16519-RA:0-1067	244.8	267
356334at33208a	Complete	Pastreoides33011-RA:0-3008	559.6	612
356503at33208a	Fragmented	Pastreoides19220-RA:36-578	206.4	152
357580at33208a	Complete	Pastreoides27373-RA:163-1035	403.3	243
359075at33208a	Complete	Pastreoides26560-RA:24-1010	305.0	237
359324at33208a	Fragmented	Pastreoides12861-RA:27-575	35.8	33
359369at33208a	Complete	Pastreoides61294-RA:0-794	279.1	231
359532at33208a	Missing
360379at33208a	Missing
360753at33208a	Complete	Pastreoides60845-RA:0-767	262.0	185
361100at33208a	Complete	Pastreoides21267-RA:108-1061	443.4	269
361203at33208a	Complete	Pastreoides18748-RA:0-1148	448.2	336
361216at33208a	Complete	Pastreoides29398-RA:0-821	201.1	195
363634at33208a	Complete	Pastreoides10513-RA:3-761	179.9	168
363840at33208a	Fragmented	Pastreoides09615-RA:288-929	147.5	153
363851at33208a	Complete	Pastreoides33474-RA:0-1034	196.3	190
364383at33208a	Fragmented	Pastreoides21371-RA:18-698	355.4	201
364694at33208a	Duplicated	Pastreoides61023-RA:108-1871	650.5	410
364694at33208a	Duplicated	Pastreoides34235-RA:39-1718	586.5	431
365323at33208a	Complete	Pastreoides40313-RA:0-800	346.0	228
365561at33208a	Complete	Pastreoides44674-RA:3-1220	562.2	359
365691at33208a	Complete	Pastreoides07214-RA:63-1586	217.2	214
366124at33208a	Complete	Pastreoides15738-RA:76-1020	228.6	233
366814at33208a	Complete	Pastreoides19814-RA:0-1085	401.6	291
366936at33208a	Duplicated	Pastreoides07600-RA:631-1449	279.6	218
366936at33208a	Duplicated	Pastreoides02694-RA:53-970	271.5	216
366936at33208a	Duplicated	Pastreoides59074-RA:53-970	271.5	216
366936at33208a	Duplicated	Pastreoides36125-RA:495-1367	266.0	217
366936at33208a	Duplicated	Pastreoides04102-RA:0-812	252.7	212
366936at33208a	Duplicated	Pastreoides30940-RA:0-800	248.6	212
367493at33208a	Fragmented	Pastreoides60446-RA:0-449	155.8	145
367551at33208a	Complete	Pastreoides12433-RA:496-2141	584.9	380
367596at33208a	Complete	Pastreoides01821-RA:0-3977	617.7	512
367957at33208a	Complete	Pastreoides24899-RA:78-1328	453.5	296
368565at33208a	Complete	Pastreoides62689-RA:6-758	392.4	213
368670at33208a	Missing
368875at33208a	Missing
371241at33208a	Complete	Pastreoides23634-RA:3-734	165.7	136
371297at33208a	Complete	Pastreoides32336-RA:6-686	377.7	211
371526at33208a	Complete	Pastreoides04030-RA:36-929	496.6	247
372257at33208a	Complete	Pastreoides16582-RA:33-881	223.3	198
372707at33208a	Complete	Pastreoides38359-RA:66-875	287.4	245
373040at33208a	Fragmented	Pastreoides19891-RA:69-905	354.4	194
376982at33208a	Complete	Pastreoides21816-RA:0-950	468.8	251
378033at33208a	Complete	Pastreoides30305-RA:111-2030	316.2	362
378316at33208a	Complete	Pastreoides04990-RA:80-1051	486.3	268
378768at33208a	Complete	Pastreoides24766-RA:0-971	435.2	255
378913at33208a	Complete	Pastreoides41745-RA:0-1141	175.4	140
379076at33208a	Complete	Pastreoides19727-RA:45-1079	196.8	167
379636at33208a	Complete	Pastreoides07729-RA:42-1442	243.8	259
379771at33208a	Complete	Pastreoides37750-RA:261-2513	278.5	256
380583at33208a	Missing
381303at33208a	Complete	Pastreoides22392-RA:0-1148	251.3	290
382000at33208a	Duplicated	Pastreoides31096-RA:17-1099	157.0	288
382000at33208a	Duplicated	Pastreoides37824-RA:17-1099	157.0	288
382262at33208a	Duplicated	Pastreoides57415-RA:0-1859	128.4	246
382262at33208a	Duplicated	Pastreoides16456-RA:0-1703	116.9	191
382750at33208a	Complete	Pastreoides05581-RA:28-1645	383.8	320
383313at33208a	Complete	Pastreoides31375-RA:0-1250	315.9	296
384187at33208a	Complete	Pastreoides37443-RA:87-1607	683.1	410
386666at33208a	Complete	Pastreoides27699-RA:0-1289	207.6	225
387079at33208a	Complete	Pastreoides44113-RA:0-1142	263.9	236
387117at33208a	Complete	Pastreoides08512-RA:0-1028	171.7	211
387878at33208a	Complete	Pastreoides28267-RA:6-1295	250.9	318
389367at33208a	Complete	Pastreoides54818-RA:0-1007	398.6	243
389527at33208a	Duplicated	Pastreoides46080-RA:0-2312	707.0	582
389527at33208a	Duplicated	Pastreoides23130-RA:24-2024	652.7	504
389570at33208a	Complete	Pastreoides64480-RA:0-1106	408.1	297
389591at33208a	Complete	Pastreoides41508-RA:9-1088	292.1	216
390192at33208a	Complete	Pastreoides40360-RA:0-1340	445.3	317
390402at33208a	Duplicated	Pastreoides59769-RA:33-911	314.3	236
390402at33208a	Duplicated	Pastreoides39093-RA:21-746	302.5	207
391896at33208a	Complete	Pastreoides37330-RA:0-1070	405.7	262
393219at33208a	Complete	Pastreoides11788-RA:0-1073	233.9	285
393291at33208a	Complete	Pastreoides01674-RA:54-1193	383.1	302
393419at33208a	Complete	Pastreoides59101-RA:75-1739	545.3	435
393895at33208a	Complete	Pastreoides33155-RA:182-1675	689.6	425
395147at33208a	Fragmented	Pastreoides60833-RA:0-1565	251.6	203
395183at33208a	Fragmented	Pastreoides43286-RA:0-857	160.4	89
395556at33208a	Fragmented	Pastreoides13142-RA:18-491	168.5	118
395919at33208a	Fragmented	Pastreoides23864-RA:1006-2427	160.3	136
395948at33208a	Complete	Pastreoides44905-RA:267-908	255.4	192
396237at33208a	Complete	Pastreoides28089-RA:43-1110	366.1	269
397019at33208a	Complete	Pastreoides26652-RA:0-1022	475.4	277
397659at33208a	Fragmented	Pastreoides58212-RA:96-1151	261.5	187
398013at33208a	Fragmented	Pastreoides43715-RA:44-481	229.9	155
398202at33208a	Complete	Pastreoides14212-RA:36-1271	286.6	294
398607at33208a	Complete	Pastreoides55696-RA:0-992	349.2	218
399092at33208a	Complete	Pastreoides01680-RA:91-909	224.3	149
399439at33208a	Complete	Pastreoides15323-RA:19-1266	173.0	172
400042at33208a	Duplicated	Pastreoides46997-RA:92-1276	293.3	301
400042at33208a	Duplicated	Pastreoides52239-RA:39-1241	293.2	281
401196at33208a	Complete	Pastreoides36450-RA:0-908	147.9	163
401220at33208a	Complete	Pastreoides08678-RA:170-1152	324.6	267
401679at33208a	Complete	Pastreoides42162-RA:0-1385	104.0	102
401779at33208a	Complete	Pastreoides37749-RA:12-953	370.8	255
403171at33208a	Fragmented	Pastreoides21719-RA:123-464	91.9	93
403817at33208a	Complete	Pastreoides50113-RA:0-953	91.7	124
404988at33208a	Complete	Pastreoides07151-RA:0-815	144.4	154
405257at33208a	Complete	Pastreoides34439-RA:93-1331	363.8	279
406927at33208a	Complete	Pastreoides17178-RA:70-744	146.0	134
407472at33208a	Complete	Pastreoides39773-RA:0-1673	480.7	391
409006at33208a	Complete	Pastreoides01602-RA:0-1163	415.8	305
409186at33208a	Duplicated	Pastreoides59346-RA:144-1739	378.5	398
409186at33208a	Duplicated	Pastreoides08624-RA:6-1721	336.2	386
411515at33208a	Complete	Pastreoides04762-RA:8-994	359.1	265
411664at33208a	Complete	Pastreoides16724-RA:3-1106	189.2	188
411755at33208a	Complete	Pastreoides52763-RA:366-1577	362.0	362
412370at33208a	Duplicated	Pastreoides40086-RA:0-833	142.2	155
412370at33208a	Duplicated	Pastreoides49746-RA:0-809	124.8	146
412542at33208a	Complete	Pastreoides12663-RA:77-946	377.7	239
412930at33208a	Complete	Pastreoides03480-RA:39-1097	245.3	253
413334at33208a	Fragmented	Pastreoides40517-RA:0-614	133.7	132
414001at33208a	Complete	Pastreoides27486-RA:43-984	460.1	274
414571at33208a	Duplicated	Pastreoides55329-RA:0-1163	410.8	247
414571at33208a	Duplicated	Pastreoides24975-RA:0-956	401.8	219
414579at33208a	Complete	Pastreoides18016-RA:0-914	376.5	279
414603at33208a	Complete	Pastreoides53702-RA:0-1874	373.3	489
415618at33208a	Missing
416175at33208a	Duplicated	Pastreoides09835-RA:39-983	370.5	262
416175at33208a	Duplicated	Pastreoides31471-RA:48-983	363.6	249
418979at33208a	Complete	Pastreoides02587-RA:79-564	136.6	118
419502at33208a	Complete	Pastreoides13539-RA:0-806	291.6	195
419914at33208a	Complete	Pastreoides22726-RA:504-1262	160.2	326
421396at33208a	Complete	Pastreoides11540-RA:182-961	325.8	229
421685at33208a	Complete	Pastreoides00766-RA:0-740	188.0	202
421732at33208a	Complete	Pastreoides18101-RA:0-1127	127.6	272
422158at33208a	Missing
422751at33208a	Complete	Pastreoides35285-RA:141-1346	306.1	275
423799at33208a	Complete	Pastreoides09504-RA:2-664	146.9	195
423848at33208a	Complete	Pastreoides25541-RA:0-923	236.8	234
424392at33208a	Complete	Pastreoides14260-RA:82-861	386.2	218
424569at33208a	Complete	Pastreoides05882-RA:12-1067	246.6	158
424646at33208a	Duplicated	Pastreoides01208-RA:0-1190	150.6	204
