# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
118209at33208a	Complete	sc0000319	10121	24361	+	1265.0	734
119252at33208a	Complete	sc0000010	502354	516793	+	691.6	540
119591at33208a	Complete	sc0000334	217446	245219	+	1039.7	802
121127at33208a	Complete	sc0000015	555194	578901	-	600.0	597
123923at33208a	Complete	sc0000336	378762	397821	+	409.3	468
124302at33208a	Complete	sc0000244	421818	455367	-	875.4	846
127766at33208a	Complete	sc0000574	105924	131256	-	534.5	500
129179at33208a	Complete	sc0000291	99683	111742	+	736.5	436
130245at33208a	Complete	sc0000100	762961	849232	-	540.2	694
130256at33208a	Complete	sc0000406	254046	286599	-	697.0	588
131349at33208a	Complete	sc0000210	40707	76351	-	1095.3	759
131848at33208a	Complete	sc0000004	129489	145397	-	397.3	361
132087at33208a	Complete	sc0000183	707398	729706	-	683.4	643
134492at33208a	Complete	sc0000209	560084	587186	-	1165.6	864
135294at33208a	Complete	sc0000916	30058	96935	+	456.4	343
137383at33208a	Complete	sc0000005	2010938	2035595	+	883.8	650
139188at33208a	Complete	sc0000106	193961	215120	-	531.7	439
143619at33208a	Complete	sc0000498	274628	282947	+	344.4	289
143997at33208a	Complete	sc0000002	95422	109340	-	406.4	291
146671at33208a	Complete	sc0000518	229096	243218	-	656.8	471
147873at33208a	Complete	sc0000257	330512	343248	+	482.6	362
148067at33208a	Complete	sc0000025	763	18414	+	769.4	765
148325at33208a	Complete	sc0000328	255534	280807	-	338.4	260
152327at33208a	Complete	sc0000434	265078	274980	+	501.7	371
152977at33208a	Complete	sc0000083	42716	55944	+	552.6	499
153034at33208a	Complete	sc0000226	124831	164213	-	770.6	502
157109at33208a	Complete	sc0000127	642323	647411	+	272.5	225
157138at33208a	Complete	sc0000081	269	9975	-	354.0	495
158845at33208a	Complete	sc0000150	579521	591543	-	379.2	478
158962at33208a	Complete	sc0000002	1752726	1756939	-	841.2	563
162821at33208a	Complete	sc0000400	110320	116895	+	643.2	419
164767at33208a	Complete	sc0000130	47017	59306	+	692.5	659
166097at33208a	Complete	sc0000010	1349683	1362475	-	802.6	491
168850at33208a	Complete	sc0000568	155314	180072	-	693.7	530
168924at33208a	Complete	sc0000156	205204	212752	+	629.0	563
169864at33208a	Complete	sc0000283	396550	417444	-	525.9	552
172677at33208a	Complete	sc0000153	733236	750498	+	210.3	242
176247at33208a	Complete	sc0000591	174803	201730	-	314.7	288
177718at33208a	Complete	sc0000001	1587562	1599333	+	464.4	378
177858at33208a	Complete	sc0000014	197305	217519	+	678.9	586
178537at33208a	Complete	sc0000164	52890	78737	-	825.6	411
179485at33208a	Complete	sc0000217	113369	129646	-	472.3	388
180808at33208a	Complete	sc0000389	356571	366754	+	812.6	475
182834at33208a	Complete	sc0000074	413998	434167	+	602.2	506
184508at33208a	Complete	sc0000085	943469	963270	-	477.9	496
184717at33208a	Complete	sc0000264	105086	148902	-	930.8	517
186208at33208a	Complete	sc0000109	763750	799778	-	823.1	574
186707at33208a	Complete	sc0000157	505411	527613	+	453.7	514
187280at33208a	Complete	sc0000124	326950	333083	-	753.2	533
189414at33208a	Complete	sc0000052	370856	383511	+	370.5	325
190726at33208a	Complete	sc0000476	240274	260125	+	500.6	356
191938at33208a	Complete	sc0000018	12552	32405	+	386.8	423
192250at33208a	Complete	sc0000065	55242	65528	-	430.1	295
194754at33208a	Complete	sc0000196	631123	660280	-	741.8	578
195986at33208a	Complete	sc0000122	166427	187376	+	809.1	624
196950at33208a	Complete	sc0000017	1603752	1649854	-	704.5	682
197549at33208a	Fragmented	sc0000400	123594	135039	-	70.9	128
197652at33208a	Complete	sc0000013	1621236	1629310	-	689.4	435
200997at33208a	Complete	sc0000817	101881	143963	-	545.5	412
201397at33208a	Complete	sc0000593	133662	151167	+	679.6	477
202545at33208a	Complete	sc0000067	1071583	1081629	+	454.8	354
203128at33208a	Complete	sc0001688	27453	44758	+	781.1	793
203698at33208a	Complete	sc0000052	510234	514245	-	1085.1	740
205220at33208a	Complete	sc0000544	133485	152683	-	899.1	608
206786at33208a	Complete	sc0000073	60413	71584	+	525.8	382
206858at33208a	Complete	sc0000424	123054	136027	+	470.3	411
207599at33208a	Complete	sc0000003	1948643	1967615	+	472.1	373
208219at33208a	Fragmented	sc0000054	58818	74755	+	248.9	178
210614at33208a	Complete	sc0000243	503585	532550	+	674.5	670
212972at33208a	Complete	sc0000019	1702055	1714005	-	704.5	487
214788at33208a	Complete	sc0000107	761791	778034	-	623.8	492
215654at33208a	Complete	sc0000090	504675	520995	-	400.3	316
216257at33208a	Fragmented	sc0000191	261845	272222	+	193.9	244
216563at33208a	Complete	sc0000361	335036	353889	-	265.8	272
218441at33208a	Complete	sc0000289	500125	514988	+	234.8	236
219795at33208a	Complete	sc0000331	43996	119153	-	432.6	459
219856at33208a	Complete	sc0000219	43857	64931	+	507.3	353
222489at33208a	Fragmented	sc0000006	1942228	1948618	-	443.0	264
223234at33208a	Complete	sc0000107	909969	914358	-	347.3	347
224280at33208a	Complete	sc0000082	1056917	1065193	+	809.2	439
226335at33208a	Complete	sc0000308	129895	141797	+	529.6	363
226941at33208a	Complete	sc0000138	258310	265260	+	604.7	397
227087at33208a	Complete	sc0000076	254875	280589	+	652.2	597
227453at33208a	Complete	sc0000074	553726	558786	-	522.3	423
227979at33208a	Complete	sc0000087	899710	912532	+	716.7	505
231157at33208a	Complete	sc0001189	10427	13416	-	582.2	431
231700at33208a	Complete	sc0000114	164609	176980	-	408.8	607
234290at33208a	Duplicated	sc0001247	45610	46731	+	371.7	579
234290at33208a	Duplicated	sc0001441	38061	39362	-	340.0	521
234290at33208a	Duplicated	sc0000349	6573	8063	-	333.0	584
234290at33208a	Duplicated	sc0000037	1437362	1438558	+	329.2	543
235149at33208a	Complete	sc0000283	636559	652534	-	406.1	458
235430at33208a	Fragmented	sc0000100	621610	720128	-	236.1	260
235458at33208a	Complete	sc0000015	226319	235320	+	358.2	289
239016at33208a	Complete	sc0000193	337739	354042	+	417.8	379
239149at33208a	Missing
239597at33208a	Complete	sc0000271	347741	368873	+	557.3	523
240437at33208a	Complete	sc0000653	68790	92555	-	359.3	198
244863at33208a	Fragmented	sc0000305	401580	414755	-	266.3	355
245482at33208a	Complete	sc0000193	36072	43183	-	443.7	377
245567at33208a	Complete	sc0000121	383628	392258	-	423.7	406
246241at33208a	Fragmented	sc0000068	243362	248575	+	236.9	182
247183at33208a	Complete	sc0000181	382280	394035	+	777.8	544
247905at33208a	Fragmented	sc0002067	4198	11060	-	109.2	113
249486at33208a	Complete	sc0000113	84297	88189	-	489.5	380
251076at33208a	Complete	sc0000023	399904	409367	+	501.2	315
251577at33208a	Complete	sc0000005	557314	561413	+	291.0	233
255117at33208a	Complete	sc0000105	447467	478050	-	1092.8	723
255242at33208a	Complete	sc0000033	457590	473573	-	354.0	257
255924at33208a	Complete	sc0000036	1300226	1326678	+	601.2	467
257141at33208a	Complete	sc0000261	789183	790211	-	283.1	235
257339at33208a	Complete	sc0000516	201169	225393	-	246.9	283
259581at33208a	Complete	sc0000003	559668	570698	+	332.1	397
260752at33208a	Complete	sc0000038	1238394	1254594	-	467.1	519
261284at33208a	Duplicated	sc0002131	1396	16113	-	492.9	428
261284at33208a	Duplicated	sc0000348	270226	352689	-	490.5	585
261284at33208a	Duplicated	sc0000639	12731	39131	-	470.0	530
261284at33208a	Duplicated	sc0000832	13468	26407	+	449.8	426
261614at33208a	Complete	sc0000311	197832	212226	-	672.8	532
262757at33208a	Complete	sc0000059	923170	939923	+	285.0	320
266460at33208a	Complete	sc0000018	1580580	1588091	-	600.4	480
266469at33208a	Complete	sc0000190	549557	552065	-	159.4	189
266808at33208a	Fragmented	sc0001732	283	10777	+	270.5	217
267439at33208a	Complete	sc0000166	196350	216083	+	639.0	428
268134at33208a	Duplicated	sc0000185	358592	365411	+	183.6	182
268134at33208a	Duplicated	sc0000185	351588	356645	-	174.2	143
268397at33208a	Complete	sc0000176	526233	543701	-	694.6	512
270594at33208a	Complete	sc0000014	1850462	1875941	-	651.5	522
271297at33208a	Complete	sc0000157	486104	491671	+	330.9	232
271742at33208a	Complete	sc0000301	436534	453539	+	556.4	345
272605at33208a	Complete	sc0000143	352717	365594	+	552.0	391
273040at33208a	Complete	sc0000308	85146	107347	-	78.1	152
273367at33208a	Complete	sc0000120	76975	83083	+	146.2	217
273989at33208a	Complete	sc0000554	186121	204493	-	530.4	502
274044at33208a	Complete	sc0000053	1232155	1243735	-	527.5	525
274064at33208a	Complete	sc0000213	402007	427833	+	438.2	277
274769at33208a	Complete	sc0000017	1450662	1466320	+	410.1	285
274992at33208a	Complete	sc0000001	1411052	1421197	-	543.8	327
277935at33208a	Complete	sc0000401	88830	115915	+	627.1	556
278227at33208a	Complete	sc0000028	100847	116368	+	371.5	389
279631at33208a	Complete	sc0000009	1341689	1358073	+	620.1	564
279992at33208a	Complete	sc0000048	368282	385788	+	424.3	334
280914at33208a	Complete	sc0000645	196782	229529	+	388.5	514
281304at33208a	Complete	sc0000094	105035	109951	-	313.3	329
281693at33208a	Complete	sc0000006	2165917	2182014	-	802.2	656
283637at33208a	Complete	sc0000058	1113856	1115184	+	694.1	362
284059at33208a	Complete	sc0000005	1815300	1825296	-	374.3	271
285146at33208a	Complete	sc0000212	420162	429641	-	429.1	299
285902at33208a	Complete	sc0000167	752599	761371	-	418.8	398
285966at33208a	Complete	sc0000593	181119	193997	-	352.4	326
286553at33208a	Duplicated	sc0002112	1580	17682	+	314.8	287
286553at33208a	Duplicated	sc0000263	273388	285713	+	291.6	285
289235at33208a	Complete	sc0000031	1444203	1449120	-	234.9	240
289928at33208a	Complete	sc0000004	776108	785479	-	393.8	335
291505at33208a	Complete	sc0000584	173902	240085	+	446.1	379
291875at33208a	Complete	sc0000105	239655	247981	+	435.5	585
295556at33208a	Complete	sc0000576	169893	194612	-	406.1	628
295775at33208a	Complete	sc0000628	33015	39573	-	208.3	195
300303at33208a	Complete	sc0000062	286687	299526	+	355.3	376
301572at33208a	Complete	sc0000072	604172	607394	+	564.9	388
302186at33208a	Complete	sc0000215	122408	124705	+	268.9	333
302279at33208a	Complete	sc0000372	333165	341046	+	502.9	303
302921at33208a	Complete	sc0000031	763044	767343	-	103.6	199
303117at33208a	Complete	sc0000953	24431	31111	+	368.4	329
304388at33208a	Complete	sc0000369	225559	244845	-	283.0	322
305260at33208a	Complete	sc0000086	1118583	1129055	+	553.2	370
306101at33208a	Complete	sc0000374	184181	190205	-	360.5	291
307109at33208a	Complete	sc0000006	1167327	1168586	-	480.2	347
308610at33208a	Complete	sc0000001	1390004	1401096	-	459.8	341
311438at33208a	Complete	sc0000031	477110	481038	-	329.2	210
311758at33208a	Complete	sc0000025	1483909	1515654	+	678.4	456
311761at33208a	Complete	sc0000193	160977	181629	-	310.8	357
312577at33208a	Complete	sc0000401	287336	294613	-	247.7	333
313091at33208a	Complete	sc0000288	424020	433558	+	451.1	299
315044at33208a	Complete	sc0000451	218445	231218	-	568.6	404
315393at33208a	Complete	sc0000144	64305	69786	+	515.6	325
317470at33208a	Duplicated	sc0000095	356611	366148	-	334.2	290
317470at33208a	Duplicated	sc0001694	9108	17809	-	334.2	291
318483at33208a	Complete	sc0000082	614921	621262	-	435.5	306
318532at33208a	Complete	sc0000178	488123	498124	+	620.5	336
319574at33208a	Complete	sc0000144	50660	61028	-	324.3	246
320390at33208a	Complete	sc0000035	877505	892892	+	427.1	454
321332at33208a	Complete	sc0000110	797512	814706	+	366.3	485
323399at33208a	Complete	sc0000461	203404	300974	-	550.2	378
323473at33208a	Complete	sc0001051	23366	33793	+	482.7	285
324249at33208a	Complete	sc0000074	1036422	1043215	+	324.7	344
325183at33208a	Fragmented	sc0000061	22511	42257	-	310.1	210
327301at33208a	Complete	sc0000282	439332	449807	-	294.0	250
331112at33208a	Complete	sc0000752	111357	123015	+	515.4	400
331186at33208a	Complete	sc0000106	223391	234269	+	363.5	433
332870at33208a	Complete	sc0000079	282871	288780	+	235.4	223
333062at33208a	Complete	sc0000195	592294	601910	+	575.0	344
333800at33208a	Complete	sc0000066	1025117	1044974	+	481.3	541
334272at33208a	Complete	sc0000035	583203	592399	+	305.3	304
334331at33208a	Complete	sc0000094	370083	387669	+	545.0	411
334336at33208a	Complete	sc0000170	696018	711368	-	415.7	401
334342at33208a	Complete	sc0000112	242057	267024	-	433.3	491
334764at33208a	Duplicated	sc0000343	352648	356413	+	382.1	293
334764at33208a	Duplicated	sc0000343	369955	381256	+	337.6	297
334820at33208a	Complete	sc0000785	123783	136369	+	277.8	229
335107at33208a	Complete	sc0000122	564691	576334	+	306.0	270
336647at33208a	Complete	sc0000612	1437	15057	+	291.8	375
338191at33208a	Complete	sc0000007	73157	89038	-	731.9	438
338482at33208a	Complete	sc0000155	161656	165848	+	491.4	433
339127at33208a	Complete	sc0000102	15284	32181	+	406.4	403
339319at33208a	Complete	sc0000094	93294	97588	-	239.0	220
340558at33208a	Complete	sc0000397	274299	286733	-	429.8	316
340577at33208a	Complete	sc0000347	428681	430429	+	597.0	482
344338at33208a	Complete	sc0000809	58360	71854	+	367.2	308
344346at33208a	Missing
344442at33208a	Complete	sc0000157	749453	755058	+	244.2	237
344581at33208a	Complete	sc0000963	100838	115177	-	366.1	243
344611at33208a	Complete	sc0000122	459294	460439	+	283.1	259
345099at33208a	Complete	sc0001068	43069	62583	+	753.3	646
345959at33208a	Complete	sc0000724	163289	177378	-	179.3	276
346541at33208a	Complete	sc0000504	45392	53210	+	570.8	433
347600at33208a	Complete	sc0000055	181371	182936	-	453.1	288
348449at33208a	Complete	sc0000240	354271	369440	+	215.0	284
348544at33208a	Complete	sc0000504	34031	40818	-	438.5	328
348761at33208a	Complete	sc0000523	96705	104926	+	324.5	234
349064at33208a	Complete	sc0001420	77262	100011	-	305.9	246
349627at33208a	Complete	sc0000209	281947	290048	-	251.2	277
351226at33208a	Complete	sc0000591	105738	124551	-	117.5	199
352600at33208a	Complete	sc0000099	597433	606523	-	474.4	275
352854at33208a	Complete	sc0000077	1156163	1167823	+	283.0	265
353286at33208a	Complete	sc0000077	723492	739461	+	272.7	342
353768at33208a	Complete	sc0000109	799950	808431	+	302.3	276
354829at33208a	Fragmented	sc0000147	363663	367259	+	390.2	188
354949at33208a	Complete	sc0000616	121923	132427	+	354.6	312
355210at33208a	Complete	sc0000089	99063	118749	+	395.0	374
355739at33208a	Complete	sc0000190	196344	200876	+	284.6	241
356175at33208a	Complete	sc0000248	369162	373582	-	209.0	275
356334at33208a	Complete	sc0000037	893003	914743	+	659.6	641
356503at33208a	Complete	sc0000213	503682	508220	-	373.5	261
357580at33208a	Complete	sc0000081	987964	999831	+	399.5	252
359075at33208a	Fragmented	sc0000071	5188	6822	+	139.0	81
359324at33208a	Duplicated	sc0000617	103197	107247	-	254.1	210
359324at33208a	Duplicated	sc0000617	89460	99862	-	247.7	210
359369at33208a	Complete	sc0000092	937480	953700	+	305.9	227
359532at33208a	Missing
360379at33208a	Complete	sc0000070	116003	119823	+	244.4	239
360753at33208a	Complete	sc0000082	975940	981372	+	260.5	199
361100at33208a	Complete	sc0000023	780160	788549	-	429.6	269
361203at33208a	Complete	sc0000761	91865	101483	+	584.1	387
361216at33208a	Complete	sc0000522	365120	368835	-	286.1	293
363634at33208a	Complete	sc0000751	82593	88296	-	202.9	201
363840at33208a	Complete	sc0000170	631817	646049	+	231.2	300
363851at33208a	Complete	sc0000164	657056	679424	-	262.4	286
364383at33208a	Complete	sc0001799	10561	17902	+	452.3	334
364694at33208a	Complete	sc0000465	162065	172013	+	741.7	553
365323at33208a	Missing
365561at33208a	Complete	sc0000289	165233	170445	-	574.7	359
365691at33208a	Complete	sc0000621	170514	186333	-	218.1	205
366124at33208a	Complete	sc0000123	598003	610971	+	215.7	229
366814at33208a	Complete	sc0000099	332524	334715	-	590.4	387
366936at33208a	Complete	sc0000125	653113	671656	-	355.5	180
367493at33208a	Complete	sc0000035	848521	851517	+	375.3	338
367551at33208a	Complete	sc0000093	507856	520840	-	585.8	371
367596at33208a	Complete	sc0000498	78327	93229	-	499.5	434
367957at33208a	Complete	sc0000160	518793	527442	+	454.9	290
368565at33208a	Complete	sc0000343	335834	352228	-	475.4	329
368670at33208a	Complete	sc0000088	49673	51136	+	316.2	201
368875at33208a	Fragmented	sc0000343	296220	323732	+	115.7	136
371241at33208a	Complete	sc0004029	594	6454	-	162.3	135
371297at33208a	Complete	sc0000239	937182	944299	+	587.8	328
371526at33208a	Complete	sc0000038	878187	882960	-	402.4	247
372257at33208a	Complete	sc0000332	8663	24298	+	216.3	188
372707at33208a	Complete	sc0000033	160053	168354	+	369.1	245
373040at33208a	Complete	sc0000019	855711	866910	-	398.5	248
376982at33208a	Fragmented	sc0000076	876668	882814	+	219.6	135
378033at33208a	Fragmented	sc0000019	233115	243636	-	84.7	195
378316at33208a	Complete	sc0000191	437412	443955	-	319.1	221
378768at33208a	Complete	sc0000755	110297	117619	-	485.9	256
378913at33208a	Duplicated	sc0001341	26196	32062	-	189.8	137
378913at33208a	Duplicated	sc0000884	46988	53626	-	180.2	149
379076at33208a	Complete	sc0000264	263344	294598	+	232.1	198
379636at33208a	Complete	sc0000312	406474	418123	-	236.4	273
379771at33208a	Complete	sc0000363	246149	257164	+	276.7	241
380583at33208a	Complete	sc0000216	139094	155167	-	461.2	273
381303at33208a	Complete	sc0000120	858386	860807	-	231.0	256
382000at33208a	Complete	sc0000160	275455	278178	-	157.3	256
382262at33208a	Complete	sc0000098	868740	879885	+	86.9	206
382750at33208a	Complete	sc0000187	692263	696302	+	384.4	320
383313at33208a	Complete	sc0000148	156304	163381	+	345.1	289
384187at33208a	Complete	sc0000564	163497	176331	+	699.4	421
386666at33208a	Complete	sc0000115	755222	758416	-	200.9	222
387079at33208a	Complete	sc0000034	1041102	1042253	-	262.1	236
387117at33208a	Complete	sc0000239	159822	169169	-	178.8	211
387878at33208a	Complete	sc0000169	44740	54890	+	254.0	336
389367at33208a	Complete	sc0000319	122127	129778	-	356.4	216
389527at33208a	Complete	sc0000041	326052	338320	-	711.7	571
389570at33208a	Complete	sc0000025	738940	742187	+	462.8	321
389591at33208a	Complete	sc0000006	1498797	1505149	-	293.0	217
390192at33208a	Complete	sc0000130	226732	229471	+	449.7	316
390402at33208a	Complete	sc0000586	195428	203175	-	342.4	236
391896at33208a	Complete	sc0000342	112001	119660	-	368.7	267
393219at33208a	Complete	sc0000121	682057	685733	-	242.1	270
393291at33208a	Fragmented	sc0000015	1153774	1160145	+	210.6	183
393419at33208a	Complete	sc0000015	806244	819553	-	490.8	425
393895at33208a	Complete	sc0001119	9246	30449	+	699.5	426
395147at33208a	Complete	sc0000511	53197	67640	-	321.9	266
395183at33208a	Complete	sc0000056	763734	775211	-	250.3	173
395556at33208a	Complete	sc0000051	851483	852523	-	284.5	279
395919at33208a	Complete	sc0000344	425285	443435	-	330.5	274
395948at33208a	Complete	sc0000112	437650	442571	-	280.5	314
396237at33208a	Missing
397019at33208a	Duplicated	sc0000227	60388	72368	+	469.0	233
397019at33208a	Duplicated	sc0002069	25887	31931	-	409.5	211
397659at33208a	Complete	sc0000259	223192	243676	+	325.0	341
398013at33208a	Complete	sc0000018	276055	287479	-	424.4	278
398202at33208a	Complete	sc0000189	693722	700260	+	259.8	296
398607at33208a	Complete	sc0001378	1447	10615	+	314.5	214
399092at33208a	Complete	sc0000015	1102399	1114720	+	172.9	183
399439at33208a	Missing
400042at33208a	Complete	sc0000758	20680	30410	+	257.3	268
401196at33208a	Complete	sc0000010	485517	491869	-	134.6	167
401220at33208a	Complete	sc0000698	116338	123366	+	428.3	376
401679at33208a	Missing
401779at33208a	Complete	sc0000363	235706	245984	-	426.4	275
403171at33208a	Complete	sc0000228	217603	225112	+	204.5	254
403817at33208a	Complete	sc0000158	772427	776012	+	42.5	125
404988at33208a	Complete	sc0000177	324173	329052	-	290.8	314
405257at33208a	Complete	sc0000146	700228	710392	+	420.7	376
406927at33208a	Complete	sc0000007	1158443	1167459	-	174.3	282
407472at33208a	Complete	sc0000047	323434	325110	-	477.7	388
409006at33208a	Complete	sc0001408	41502	53895	+	414.0	270
409186at33208a	Fragmented	sc0000162	477110	483352	+	359.9	360
411515at33208a	Complete	sc0000009	1943204	1949198	-	376.3	265
411664at33208a	Complete	sc0000114	121980	133900	+	199.7	188
411755at33208a	Missing
412370at33208a	Complete	sc0000378	148229	151989	+	132.8	155
412542at33208a	Complete	sc0000181	357583	364456	-	287.1	181
412930at33208a	Complete	sc0000027	55777	70445	-	364.4	275
413334at33208a	Complete	sc0000167	387228	400630	-	329.7	303
414001at33208a	Fragmented	sc0004585	1	4315	+	224.5	117
414571at33208a	Complete	sc0000040	1297891	1304029	+	385.5	247
414579at33208a	Complete	sc0000433	79175	83060	-	382.7	280
414603at33208a	Complete	sc0000518	20646	36133	+	392.8	489
415618at33208a	Missing
416175at33208a	Complete	sc0000182	658534	666446	-	369.4	262
418979at33208a	Complete	sc0001387	1	3461	+	200.2	144
419502at33208a	Complete	sc0000193	540470	549033	+	290.6	213
419914at33208a	Complete	sc0000341	112445	124340	+	357.4	317
421396at33208a	Complete	sc0000011	898765	908286	+	354.4	238
421685at33208a	Duplicated	sc0001926	23103	26160	+	186.2	203
421685at33208a	Duplicated	sc0000127	653262	656372	+	185.5	202
421732at33208a	Complete	sc0000263	164658	180583	+	143.4	330
422158at33208a	Complete	sc0000211	560161	561126	-	427.8	280
422751at33208a	Complete	sc0000058	1179840	1187962	+	497.0	313
423799at33208a	Complete	sc0000147	270650	277616	+	204.9	195
423848at33208a	Complete	sc0000647	69810	70733	+	235.7	234
424392at33208a	Complete	sc0000093	52380	62025	-	329.5	231
424569at33208a	Complete	sc0000184	567905	574993	+	245.3	158
424646at33208a	Fragmented	sc0005004	296	929	-	66.1	50
427349at33208a	Complete	sc0000306	144054	148304	+	389.2	240
427789at33208a	Complete	sc0000495	16002	25294	+	562.4	395
428202at33208a	Duplicated	sc0000725	70766	78639	-	532.1	353
428202at33208a	Duplicated	sc0000834	76424	83067	+	529.9	357
428754at33208a	Complete	sc0000552	114195	125025	-	299.5	357
429011at33208a	Complete	sc0000297	154643	165460	+	138.5	160
429274at33208a	Complete	sc0000304	370866	371801	-	252.3	215
429751at33208a	Complete	sc0000311	406672	412786	+	300.4	393
430701at33208a	Complete	sc0000296	415715	431905	+	200.0	160
432050at33208a	Complete	sc0000085	383507	389472	+	432.9	244
432155at33208a	Duplicated	sc0001656	1561	4683	+	225.4	173
432155at33208a	Duplicated	sc0000753	107488	110998	+	224.3	176
432287at33208a	Complete	sc0000389	32028	39320	-	181.4	240
432522at33208a	Complete	sc0000747	28446	32294	+	138.1	121
433216at33208a	Missing
433606at33208a	Fragmented	sc0000026	215638	216219	-	160.8	164
434068at33208a	Complete	sc0000427	177105	185813	-	534.5	384
434863at33208a	Complete	sc0000379	104577	110601	-	269.9	193
435253at33208a	Complete	sc0000185	278821	300577	+	166.9	246
435678at33208a	Duplicated	sc0000484	242962	251216	+	317.3	288
435678at33208a	Duplicated	sc0002482	26071	31827	+	310.2	305
435921at33208a	Complete	sc0000313	366079	369316	-	174.7	107
435939at33208a	Complete	sc0000194	484796	490943	-	184.9	163
436007at33208a	Complete	sc0000218	622406	638730	-	558.2	409
436098at33208a	Complete	sc0000689	69634	74669	+	237.6	200
436539at33208a	Complete	sc0000016	1773567	1782824	-	256.2	199
437653at33208a	Complete	sc0000685	125299	127014	+	168.7	136
438133at33208a	Complete	sc0000083	1424913	1430352	-	430.7	276
438433at33208a	Complete	sc0002519	7664	19448	+	362.2	200
438453at33208a	Complete	sc0000365	110582	121834	-	415.8	245
439736at33208a	Complete	sc0000580	194077	206883	-	463.2	288
440195at33208a	Complete	sc0000292	151022	163016	-	284.6	222
440493at33208a	Complete	sc0000313	84354	94406	+	273.9	249
441575at33208a	Complete	sc0000041	1221911	1245390	+	529.6	635
442169at33208a	Complete	sc0000018	388962	397239	-	414.0	326
442203at33208a	Complete	sc0000406	21389	22918	-	480.8	347
442823at33208a	Complete	sc0000019	524237	532413	-	294.8	297
443305at33208a	Complete	sc0000170	771551	827260	-	387.2	442
443518at33208a	Complete	sc0000068	776024	786700	+	367.8	234
443659at33208a	Complete	sc0000052	1247871	1251140	+	120.8	107
443928at33208a	Complete	sc0000089	519295	527152	-	432.1	294
444160at33208a	Complete	sc0000222	232439	239649	-	297.3	204
444231at33208a	Complete	sc0000023	1203102	1206888	+	107.6	99
445031at33208a	Complete	sc0000198	863475	864434	+	248.5	247
445034at33208a	Missing
445091at33208a	Complete	sc0000094	359684	366494	-	184.7	293
446000at33208a	Complete	sc0000232	335319	338109	-	298.5	208
446031at33208a	Complete	sc0000424	4421	14862	+	286.0	241
447320at33208a	Complete	sc0000068	589291	600618	+	139.7	190
447400at33208a	Complete	sc0000118	805209	814483	+	148.6	125
448196at33208a	Complete	sc0000277	477008	489829	-	355.5	218
448514at33208a	Complete	sc0000879	118927	121292	+	319.1	270
449056at33208a	Missing
449139at33208a	Complete	sc0000123	86190	96891	+	418.7	275
449189at33208a	Complete	sc0000023	710266	723175	+	601.4	407
450643at33208a	Complete	sc0000002	679496	685139	+	139.8	200
450785at33208a	Complete	sc0000239	596771	602628	-	135.0	126
451242at33208a	Complete	sc0000028	671149	678720	+	216.5	203
451957at33208a	Complete	sc0000395	252605	273306	-	401.7	270
